SignalDate,NextDate,Market,AssetType,Symbol,Name,Sector,MomentumScore,FlowScore,MAD63,TargetWeight,NextMonthReturn,Contribution
2020-01-31,2020-02-28,US,STOCK,AMD,AMD,Information Technology,0.12196486528243039,0.2389963926812498,0.01562756915200536,0.16000000000000003,-0.03234043527156749,-0.0051744696434508
2020-01-31,2020-02-28,US,STOCK,AAPL,Apple,Information Technology,0.10491982403005387,0.23728642370330402,0.007971569956251034,0.16000000000000003,-0.11470142326068244,-0.018352227721709195
2020-01-31,2020-02-28,US,STOCK,LRCX,Lam Research,Information Technology,0.08144606888509218,0.1594577555338585,0.010131158267175921,0.16000000000000003,-0.01602899914653788,-0.0025646398634460617
2020-01-31,2020-02-28,US,STOCK,NOW,ServiceNow,Information Technology,0.08083586610341259,0.14442089871209465,0.007637744169294192,0.16000000000000003,-0.03589275448917428,-0.005742840718267886
2020-01-31,2020-02-28,US,STOCK,NVDA,Nvidia,Information Technology,0.0779194299498002,0.13416128702604457,0.009304239583840523,0.16000000000000003,0.14296639313501225,0.022874622901601964
2020-02-28,2020-03-31,US,STOCK,TSLA,Tesla,Consumer Discretionary,0.2965962527347638,0.8031980391309936,0.018796481740233295,0.15000000000000002,-0.2155570713684315,-0.032333560705264726
2020-02-28,2020-03-31,KR,STOCK,083450,GST,Information Technology,0.19119998563992696,-0.04152904468654766,0.02149831976548222,0.15000000000000002,-0.16129032258064513,-0.024193548387096774
2020-02-28,2020-03-31,US,STOCK,NVDA,Nvidia,Information Technology,0.1121413171380988,0.3251250850645043,0.012013454113250166,0.15000000000000002,-0.023956783774304102,-0.0035935175661456157
2020-02-28,2020-03-31,US,STOCK,NOW,ServiceNow,Information Technology,0.0518484282257799,0.10124160011351135,0.008548724383526496,0.15000000000000002,-0.12116287138870707,-0.018174430708306065
2020-03-31,2020-05-29,US,STOCK,NVDA,Nvidia,Information Technology,0.0691125280760192,0.19290633425804174,0.024001167855091543,0.1875,0.3468137344813482,0.06502757521525279
2020-03-31,2020-05-29,US,STOCK,BIIB,Biogen,Health Care,0.048365403170795775,0.13585097392656637,0.014223988793125253,0.1875,-0.029363450286192694,-0.00550564692866113
2020-03-31,2020-05-29,US,STOCK,GILD,Gilead,Health Care,0.036224682493857865,0.1514944849721289,0.012482685850343178,0.1875,0.0410648919834502,0.007699667246896913
2020-03-31,2020-05-29,US,STOCK,LLY,Eli Lilly,Health Care,0.030863480486588622,0.1603022916208113,0.009686466213040368,0.1875,0.1077713317420308,0.020207124701630774
2020-05-29,2020-06-30,US,STOCK,TSLA,Tesla,Consumer Discretionary,0.3081164085415169,0.4246978166707889,0.028670003456165327,0.16000000000000003,0.2931856328270819,0.04690970125233311
2020-05-29,2020-06-30,US,STOCK,NVDA,Nvidia,Information Technology,0.15883433864829966,0.23526204397636713,0.03049214561533875,0.16000000000000003,0.07059680536492263,0.011295488858387624
2020-05-29,2020-06-30,US,STOCK,AMD,AMD,Information Technology,0.08830743597352769,0.11904774576286536,0.031948821582126974,0.16000000000000003,-0.022118933895620696,-0.0035390294232993122
2020-05-29,2020-06-30,US,STOCK,NOW,ServiceNow,Information Technology,0.07766040694763827,0.14376334830848578,0.03744685916222168,0.16000000000000003,0.044157484174016215,0.007065197467842596
2020-05-29,2020-06-30,US,STOCK,AAPL,Apple,Information Technology,0.0737729970911814,0.08741884294300972,0.019008276256871737,0.16000000000000003,0.1473863177498116,0.02358181083996986
2020-06-30,2020-07-31,US,STOCK,TSLA,Tesla,Consumer Discretionary,0.3976225037686798,0.6661350471093119,0.02700195504443026,0.1875,0.3250108843981532,0.06093954082465372
2020-06-30,2020-07-31,KR,STOCK,174900,앱클론,Health Care,0.2234449702719515,0.06649726673715807,0.027640895543378896,0.1875,-0.47523427041499333,-0.08910642570281124
2020-06-30,2020-07-31,KR,STOCK,083450,GST,Information Technology,0.2168641526313133,0.09771443940413865,0.02102432465468773,0.1875,0.1063829787234043,0.019946808510638306
2020-06-30,2020-07-31,KR,STOCK,007810,코리아써키트,Information Technology,0.16272162097621068,0.02725114244370071,0.02648496618228091,0.1875,0.2558139534883721,0.04796511627906977
2020-07-31,2020-08-31,US,STOCK,TSLA,Tesla,Consumer Discretionary,0.4377586253234165,0.5931031320380842,0.020455637694395623,0.16000000000000003,0.7414521252787116,0.11863234004459389
2020-07-31,2020-08-31,US,STOCK,AMD,AMD,Information Technology,0.19326863825983406,0.35247132275636184,0.014554101609626002,0.16000000000000003,0.17293038017401874,0.027668860827843002
2020-07-31,2020-08-31,US,STOCK,NVDA,Nvidia,Information Technology,0.1822685334207777,0.3249757433694339,0.01805913183019081,0.16000000000000003,0.2599920320686251,0.04159872513098002
2020-07-31,2020-08-31,US,STOCK,AAPL,Apple,Information Technology,0.12564143725031285,0.2136510202071767,0.010636099607429061,0.16000000000000003,0.2165691692529863,0.03465106708047781
2020-07-31,2020-08-31,US,STOCK,LRCX,Lam Research,Information Technology,0.11947160481452974,0.2212245321282488,0.017597502560553258,0.16000000000000003,-0.1082301863373023,-0.01731682981396837
2020-08-31,2020-10-30,US,STOCK,TSLA,Tesla,Consumer Discretionary,0.8519015953657256,1.046400380353186,0.02991035708951939,0.13333333333333333,-0.2213036287910849,-0.029507150505477985
2020-08-31,2020-10-30,US,STOCK,NVDA,Nvidia,Information Technology,0.237656428439942,0.4053381283015713,0.015062535711343639,0.13333333333333333,-0.06256314046044653,-0.00834175206139287
2020-08-31,2020-10-30,US,STOCK,AMD,AMD,Information Technology,0.2259576012972615,0.4097438964910709,0.014758163781107614,0.13333333333333333,-0.1709975647597577,-0.022799675301301024
2020-08-31,2020-10-30,US,STOCK,AAPL,Apple,Information Technology,0.190040901540122,0.38467692043002133,0.012392980451226276,0.13333333333333333,-0.15638545327168152,-0.020851393769557535
2020-08-31,2020-10-30,US,STOCK,CRM,Salesforce,Information Technology,0.14541323606934825,0.43036151951846846,0.014548069859245505,0.13333333333333333,-0.14810187988051127,-0.019746917317401504
2020-08-31,2020-10-30,KR,ETF,069500,069500,ETF,0.029278863976881758,,0.008609182451225217,0.13333333333333333,-0.019677996422182487,-0.0026237328562909983
2020-10-30,2020-11-30,US,STOCK,FDX,FedEx,Industrials,0.17208657424312834,0.4243559024262441,0.013505752842111085,0.2,0.10448235510715764,0.02089647102143153
2020-10-30,2020-11-30,US,STOCK,DE,Deere & Company,Industrials,0.0919069929006596,0.2328043616835532,0.008350943805244704,0.2,0.15807181494210587,0.03161436298842118
2020-10-30,2020-11-30,US,STOCK,NOW,ServiceNow,Information Technology,0.09117734275952695,0.12048982161458374,0.014722086627193987,0.2,0.07432123849589756,0.014864247699179512
2020-10-30,2020-11-30,US,STOCK,QCOM,Qualcomm,Information Technology,0.08925076072382274,0.1832285652794123,0.013047850676827899,0.2,0.19301212927168176,0.038602425854336354
2020-10-30,2020-11-30,US,STOCK,GM,GM,Consumer Discretionary,0.08017421167496093,0.23079259521434178,0.016786169091503877,0.2,0.269620749447828,0.0539241498895656
2020-11-30,2021-01-29,US,STOCK,TSLA,Tesla,Consumer Discretionary,0.5760318530088854,0.5818293915758465,0.02657252932814269,0.1875,0.3980444716285314,0.07463333843034964
2020-11-30,2021-01-29,US,STOCK,FCX,Freeport-McMoran,,0.2123571179954681,0.47906368834253144,0.01934863252242658,0.1875,0.15049193653131732,0.028217238099621997
2020-11-30,2021-01-29,KR,STOCK,053610,프로텍,Information Technology,0.1800405548989462,0.002752564359053081,0.0176678445229681,0.1875,0.21452145214521456,0.04022277227722773
2020-11-30,2021-01-29,KR,ETF,069500,069500,ETF,0.050397557066880025,,0.006511488005105814,0.1875,0.1856710393541876,0.034813319878910176
