SignalDate,Market,Symbol,Name,Sector,WatchGrade,TenbaggerScore,R3MForward,R6MForward,R12MForward
2020-01-31,US,TSLA,Tesla,Consumer Discretionary,Watch,1.2301604650768925,,0.659790659864278,3.362328274639201
2020-01-31,US,AMD,AMD,Information Technology,Starter,0.5688185119012749,,0.11936171511386306,0.9714894396193483
2020-01-31,US,AAPL,Apple,Information Technology,Add-on,0.5530494107306092,,0.18463254366917825,0.5518479523767743
2020-01-31,KR,024060,흥구석유,Energy,Starter,0.5093854313467086,0.28870967741935494,0.09354838709677415,0.20967741935483875
2020-01-31,KR,003230,삼양식품,Consumer Staples,Add-on,0.487722691397061,-0.0049261083743842304,0.24137931034482762,0.0
2020-01-31,US,LRCX,Lam Research,Information Technology,Add-on,0.4858079427465726,,0.09550593659633311,0.539028785695111
2020-01-31,KR,095610,테스,Information Technology,Starter,0.42953882901586227,-0.16142557651991618,-0.10272536687631029,0.21802935010482183
2020-01-31,KR,240810,원익IPS,Information Technology,Starter,0.3922777850136292,-0.18922852983988359,0.03784570596797665,0.16011644832605532
2020-01-31,US,NVDA,Nvidia,Information Technology,Starter,0.38772306109312615,,0.6085552703661903,1.270380047761948
2020-01-31,US,MSFT,Microsoft,Information Technology,Add-on,0.3643245630941015,,0.202104296230468,0.27085613306140477
2020-01-31,US,CHTR,Charter Communications,Communication Services,Watch,0.36354767298168034,,-0.014339297941216578,0.2599813754671614
2020-01-31,KR,123690,한국화장품,Consumer Staples,Starter,0.32956323778598196,0.18217054263565902,0.1472868217054264,0.019379844961240345
2020-01-31,US,LMT,Lockheed Martin,Industrials,Watch,0.3069636461863146,,-0.13707180712715927,-0.12554089994992057
2020-01-31,US,INTC,Intel,Information Technology,Add-on,0.3057022087089902,,-0.05421136370093471,-0.22489856495968963
2020-01-31,US,NEE,NextEra Energy,Utilities,Watch,0.3055848311797753,,-0.09487633282361052,0.12017168779136123
2020-01-31,US,MA,Mastercard,Financials,Add-on,0.27990252621253625,,-0.06261548827039354,0.06942300753663222
2020-01-31,US,SO,Southern Company,Utilities,Watch,0.27080169588786324,,-0.24807946443534,-0.11291023739883699
2020-01-31,US,NOW,ServiceNow,Information Technology,Starter,0.2531813085540228,,0.1975873899241154,0.5804334000225795
2020-01-31,US,MU,Micron Technology,Information Technology,Starter,0.2450065896054554,,-0.02957244325849495,0.2071954083782206
2020-01-31,US,BMY,Bristol Myers Squibb,Health Care,Starter,0.24491396349059172,,-0.0581944363007052,0.014666355472044978
2020-01-31,US,V,Visa,Financials,Add-on,0.24058235005469852,,-0.0261160538723334,0.0637019827265577
2020-01-31,US,GE,GE,Industrials,Watch,0.2392616602430934,,-0.4500375395833559,-0.1789352203074429
2020-01-31,US,BLK,BlackRock,Financials,Add-on,0.23115111937878544,,0.046507751998488445,0.35128048061690875
2020-01-31,US,MS,Morgan Stanley,Financials,Starter,0.22428955712274895,,-0.06764348588850289,0.21075519055622371
2020-01-31,US,RTX,RTX Corporation,Industrials,Watch,0.21544661627385678,,-0.33920392078166006,-0.21953979078800545
2020-01-31,US,ADBE,Adobe,Information Technology,Starter,0.21506981562569288,,0.23970490231490005,0.3626188450773655
2020-01-31,KR,145020,휴젤,Health Care,Add-on,0.21478492265249516,-0.12165561399496916,0.08049394008689692,-0.5481362908758289
2020-01-31,US,GOOG,Alphabet (Class C),Communication Services,Watch,0.20748287278154484,,-0.014377073740170498,0.22765536083521432
2020-01-31,KR,006400,삼성SDI,Materials,Add-on,0.20594404081025897,0.03623188405797095,0.31702898550724634,0.931159420289855
2020-01-31,US,COST,Costco,Consumer Staples,Watch,0.20579983308970165,,-0.003196570136477339,0.29319532511737423
2020-01-31,US,LLY,Eli Lilly,Health Care,Add-on,0.2020579744713889,,0.1873956938540422,0.06395486668284778
2020-01-31,US,GOOGL,Alphabet (Class A),Communication Services,Watch,0.19597834625614216,,-0.010280584071870269,0.22447294852996835
2020-01-31,US,GS,Goldman Sachs,Financials,Add-on,0.19516770859995414,,-0.15848096583018356,-0.012183666306769814
2020-01-31,US,ALL,Allstate,,Watch,0.18800801279448104,,-0.17318738566695757,-0.11781691390943794
2020-01-31,US,ACN,Accenture,Information Technology,Add-on,0.18309198510333127,,0.051064080955940616,0.22856582642792134
2020-01-31,US,PEP,PepsiCo,Consumer Staples,Watch,0.17933164926912162,,-0.05515705704855567,0.03776313250479402
2020-01-31,US,KO,Coca-Cola,Consumer Staples,Watch,0.17366626530991877,,-0.22121015355148743,-0.08620234509162816
2020-01-31,US,MDT,Medtronic,Health Care,Starter,0.17306228070362514,,-0.1954290140325392,0.003248613450356652
2020-01-31,US,NSC,Norfolk Southern Corp,,Watch,0.17125509843430292,,-0.14828077295033493,0.16038917595123547
2020-01-31,US,AMT,American Tower,Real Estate,Watch,0.16484620459386504,,0.1249953672095403,0.010909143461728332
2020-01-31,US,MDLZ,Mondelēz International,Consumer Staples,Watch,0.16342657316435805,,-0.09845793048348139,0.01860670826460109
2020-01-31,US,PG,Procter & Gamble,Consumer Staples,Watch,0.1623344007351404,,-0.03412445526054542,0.13512620360835537
2020-01-31,US,CRM,Salesforce,Information Technology,Starter,0.15758302916689979,,0.02753539726824883,0.3482528017842774
2020-01-31,US,AXP,American Express,Financials,Add-on,0.1529103996935189,,-0.2628873013156495,-0.07376498164778722
2020-01-31,US,JNJ,Johnson & Johnson,Health Care,Add-on,0.13754076880849087,,-0.04273684037161607,-0.001724981921513602
2020-01-31,US,PYPL,PayPal,Financials,Add-on,0.13231573293977753,,0.5298094307098977,0.8800595754224108
2020-01-31,US,BAX,Baxter International Inc,,Watch,0.13049663033112402,,-0.0298969497999646,-0.1404657021354606
2020-01-31,US,TWX,Time Warner Inc.,,Watch,0.11775347285226928,,,
2020-01-31,US,ABT,Abbott,Health Care,Add-on,0.11651883873684148,,0.05364972228711418,0.2561538241221215
2020-01-31,US,HD,Home Depot,Consumer Discretionary,Watch,0.11424939007711443,,0.11219548276235236,0.23811926323354093
2020-02-28,US,TSLA,Tesla,Consumer Discretionary,Watch,1.289125661770679,0.1704965688196416,1.141888479935405,
2020-02-28,KR,083450,GST,Information Technology,Starter,0.9683113007087762,,0.4910394265232976,0.23297491039426532
2020-02-28,US,NVDA,Nvidia,Information Technology,Watch,0.628474402903612,0.08223779857087421,0.5728654841728464,
2020-02-28,US,TMUS,T-Mobile,Communication Services,Watch,0.2769653694528542,-0.026175915267688032,0.19099358341642247,
2020-02-28,US,NOW,ServiceNow,Information Technology,Watch,0.2409793953506529,0.07804587931055873,0.3468673251871084,
2020-02-28,US,GILD,Gilead,Health Care,Watch,0.2216223556079619,0.22235088232672773,0.020792934300729593,
2020-02-28,KR,006400,삼성SDI,Materials,Starter,0.21109379707781695,,0.34745762711864403,1.128813559322034
2020-02-28,US,TWX,Time Warner Inc.,,Watch,0.11775347285226928,,,
2020-02-28,US,NFLX,Netflix,Communication Services,Watch,0.10164847515108213,0.13771240140997953,0.3247703614881279,
2020-03-31,KR,008350,남선알미늄,Materials,Watch,0.48738994778462835,0.28210313447927193,0.04752275025278063,
2020-03-31,US,NVDA,Nvidia,Information Technology,Starter,0.4098359490808511,0.3468137344813482,1.030440809001314,0.9831146549130965
2020-03-31,US,BIIB,Biogen,Health Care,Add-on,0.30048440322041653,-0.029363450286192694,-0.09084009669011894,-0.22605728291505656
2020-03-31,US,LLY,Eli Lilly,Health Care,Add-on,0.20442223988421993,0.1077713317420308,0.07998327400411931,0.23513220264375834
2020-03-31,US,NFLX,Netflix,Communication Services,Watch,0.2014986039069281,0.11778962518135061,0.4102796899519654,0.44002670999268867
2020-03-31,US,GILD,Gilead,Health Care,Add-on,0.20085773467910928,0.0410648919834502,-0.09919495134283962,-0.19653933695796688
2020-03-31,US,AMZN,Amazon,Consumer Discretionary,Watch,0.13703836049601864,0.2526773042221655,0.7699772689653877,0.670460337690278
2020-03-31,US,TWX,Time Warner Inc.,,Watch,0.11775347285226928,,,
2020-03-31,KR,003230,삼양식품,Consumer Staples,Watch,0.11076039315042263,0.27145922746781115,0.14270386266094426,
2020-05-29,US,TSLA,Tesla,Consumer Discretionary,Starter,1.775934707458225,1.983952162875052,1.3235927210917966,2.9995806117353476
2020-05-29,KR,083450,GST,Information Technology,Add-on,1.0660263368547716,-0.1063829787234043,-0.2021276595744681,0.15957446808510634
2020-05-29,KR,041920,메디아나,Health Care,Starter,0.8643761105328074,0.029649595687331498,-0.22911051212938005,-0.22371967654986524
2020-05-29,US,NVDA,Nvidia,Information Technology,Starter,0.8047218980633805,0.5075884341075774,0.41326896714796035,0.5060441461822347
2020-05-29,KR,008350,남선알미늄,Materials,Starter,0.5251664788140181,-0.18296529968454256,-0.3777602523659306,-0.38012618296529965
2020-05-29,US,AMD,AMD,Information Technology,Starter,0.43761834624072554,0.6881041074859748,0.3994424160449288,0.45910782738310285
2020-05-29,KR,006400,삼성SDI,Materials,Starter,0.40034211495043354,0.26044568245125355,0.2311977715877438,0.8384401114206128
2020-05-29,KR,003230,삼양식품,Consumer Staples,Starter,0.3733870279149086,-0.10126582278481011,-0.18649789029535868,-0.24894514767932485
2020-05-29,KR,123690,한국화장품,Consumer Staples,Starter,0.35830650096291955,-0.08185053380782914,-0.08540925266903909,-0.15302491103202842
2020-05-29,US,AAPL,Apple,Information Technology,Starter,0.3279354568812162,0.6263779843017527,0.3720361260356393,0.5444994478802194
2020-05-29,US,PYPL,PayPal,Financials,Watch,0.32541001452266155,0.3169473129909406,0.2007613082650257,0.5666085848472067
2020-05-29,US,NOW,ServiceNow,Information Technology,Starter,0.29897124599228336,0.2425437727005615,0.2826283326607242,0.28917594749399966
2020-05-29,US,AMZN,Amazon,Consumer Discretionary,Starter,0.22570414661302934,0.4129554858219717,0.2431162798485298,0.26683504186722296
2020-05-29,US,TMUS,T-Mobile,Communication Services,Watch,0.21530714602363255,0.16633360793426988,0.09526193613807044,0.2523991095378537
2020-05-29,US,LLY,Eli Lilly,Health Care,Starter,0.20828256391185046,-0.02508465144536043,-0.1428840669791932,0.238857470322537
2020-05-29,US,MSFT,Microsoft,Information Technology,Starter,0.20290201221060888,0.23369809980167222,0.10755497022285998,0.2960680258693271
2020-05-29,US,ADBE,Adobe,Information Technology,Starter,0.19993189384965143,0.32796173446249943,0.1564924962360208,0.22961714333212635
2020-05-29,US,EBAY,eBay Inc.,,Watch,0.1915833655797264,0.20645555562117157,0.04898686555221077,0.3572322692705743
2020-05-29,US,NFLX,Netflix,Communication Services,Watch,0.1650886481389915,0.26166825866107035,0.13344297039799224,0.2428466132326088
2020-05-29,US,CHTR,Charter Communications,Communication Services,Watch,0.16249911267171752,0.1316360024844898,0.1099632487577551,0.13422797707950362
2020-05-29,US,AMT,American Tower,Real Estate,Watch,0.1474645767063533,-0.030899933046070416,-0.1024150643563394,-0.060406474250518705
2020-05-29,US,BMY,Bristol Myers Squibb,Health Care,Starter,0.14283600810187125,0.04947378607467723,-0.006382258936724838,0.09017314187034797
2020-05-29,US,INTC,Intel,Information Technology,Starter,0.13593401956794945,-0.18487189929532322,-0.29158233254958843,0.037617577880864284
2020-05-29,US,DHR,Danaher,Health Care,Starter,0.13483969826751216,0.24054400458123393,0.3803762575520895,0.35595850544021523
2020-05-29,US,ABBV,AbbVie,Health Care,Starter,0.13199820390141223,0.046065790000592965,-0.05782124029385827,0.21216370296994658
2020-05-29,US,TWX,Time Warner Inc.,,Watch,0.11775347285226928,,,
2020-05-29,US,GILD,Gilead,Health Care,Starter,0.11137021299697081,-0.1347272820420109,-0.23831014347898805,-0.13410419658737105
2020-05-29,US,TMO,Thermo Fisher Scientific,Health Care,Starter,0.10667264379023052,0.22930437617481836,0.35648608010125504,0.30985726923310497
2020-05-29,US,UNH,UnitedHealth,Health Care,Starter,0.10088963684298335,0.029673950104092794,0.009404582479738854,0.2396259922720696
2020-05-29,KR,024060,흥구석유,Energy,Starter,0.09804030441624925,-0.20263157894736838,-0.21973684210526312,-0.046052631578947345
2020-05-29,US,ABT,Abbott,Health Care,Starter,0.09356097814948003,0.15776389937190927,0.11535742832397089,0.27678549402300856
2020-05-29,US,BAX,Baxter International Inc,,Watch,0.09129587029862676,-0.02727411975922156,-0.13340603918709704,-0.051780930078337395
2020-05-29,US,WMT,Walmart,Consumer Staples,Watch,0.0820754282985069,0.12381779459916453,0.12300828750214365,0.1080002512572833
2020-05-29,US,COST,Costco,Consumer Staples,Watch,0.07632234374771066,0.1294705675153316,0.16406090450537336,0.1797078840663202
2020-05-29,US,JNJ,Johnson & Johnson,Health Care,Starter,0.03506573529914897,0.03819183305713714,-0.07211752441728281,0.12693987002349738
2020-06-30,US,TSLA,Tesla,Consumer Discretionary,Watch,1.9446509450512044,,1.6282400426303827,2.285022220281565
2020-06-30,KR,083450,GST,Information Technology,Starter,1.031162163689093,-0.10106382978723405,-0.10106382978723405,0.38297872340425543
2020-06-30,US,NVDA,Nvidia,Information Technology,Watch,0.6932075723671696,,0.4114404954484976,0.5818071900084083
2020-06-30,KR,007810,코리아써키트,Information Technology,Add-on,0.6276515687489419,0.06976744186046502,0.0968992248062015,-0.007751937984496138
2020-06-30,KR,174900,앱클론,Health Care,Starter,0.5625222792687459,-0.5615796519410977,-0.6097724230254351,-0.6358768406961178
2020-06-30,KR,008350,남선알미늄,Materials,Starter,0.495782380765746,-0.1458670988654781,-0.29659643435980554,-0.36952998379254454
2020-06-30,KR,003230,삼양식품,Consumer Staples,Starter,0.4494834990194168,-0.21031746031746035,-0.19444444444444442,-0.265079365079365
2020-06-30,US,PYPL,PayPal,Financials,Watch,0.42010008612198346,,0.22895018012144286,0.5054238059663054
2020-06-30,US,AAPL,Apple,Information Technology,Watch,0.4152948462042456,,0.30998254325363606,0.4486993243549451
2020-06-30,KR,006400,삼성SDI,Materials,Starter,0.41445264217176553,0.19257221458046758,0.46629986244841826,0.7991746905089407
2020-06-30,US,TMUS,T-Mobile,Communication Services,Watch,0.4070201799601418,,0.2764283358973296,0.2686510159276587
2020-06-30,US,EBAY,eBay Inc.,,Watch,0.3424698015038123,,-0.03265533979299107,0.07355134591514623
2020-06-30,US,AMZN,Amazon,Consumer Discretionary,Watch,0.34014286159276796,,0.1483315285968596,0.2568490108683521
2020-06-30,US,LLY,Eli Lilly,Health Care,Watch,0.31005424713641166,,-0.103959301697087,0.1290990824689957
2020-06-30,US,NOW,ServiceNow,Information Technology,Watch,0.30920879502583204,,0.31968106321052936,0.25011110425718375
2020-06-30,US,ADBE,Adobe,Information Technology,Watch,0.3063035575747337,,0.09914774276761218,0.16776549858464218
2020-06-30,US,MSFT,Microsoft,Information Technology,Watch,0.29798067080456386,,0.057192905013755624,0.24826871114340787
2020-06-30,US,LRCX,Lam Research,Information Technology,Watch,0.2976621950590264,,0.404856636812736,0.9352234652208766
2020-06-30,KR,145020,휴젤,Health Care,Starter,0.2498179163312817,-0.6133333333333333,-0.5817989417989418,-0.6095238095238096
2020-06-30,KR,123690,한국화장품,Consumer Staples,Starter,0.24584401707928574,-0.10810810810810811,-0.11148648648648651,-0.20608108108108103
2020-06-30,KR,240810,원익IPS,Information Technology,Starter,0.21568904509366446,-0.06451612903225812,0.11781206171108005,0.4249649368863955
2020-06-30,US,NFLX,Netflix,Communication Services,Watch,0.1972838705312977,,0.07836669195323065,0.12840625652580728
2020-06-30,US,ABBV,AbbVie,Health Care,Watch,0.18215759287126182,,0.09287014810241034,0.19314531905629662
2020-06-30,US,AMT,American Tower,Real Estate,Watch,0.17584535847168734,,-0.10141039427637266,0.0009028291455235316
2020-06-30,US,LOW,Lowe's,Consumer Discretionary,Watch,0.17168157570880754,,0.16159522815084326,0.4724613221802443
2020-06-30,US,HD,Home Depot,Consumer Discretionary,Watch,0.13834401392660234,,0.11322090623712366,0.31412377471999076
2020-06-30,US,CRM,Salesforce,Information Technology,Watch,0.1347023755998448,,0.31212297441885783,0.2294882007327268
2020-06-30,US,DHR,Danaher,Health Care,Watch,0.12938452451821883,,0.2714396314451648,0.4398900769895615
2020-06-30,US,GOOG,Alphabet (Class C),Communication Services,Watch,0.12649026278451514,,0.24556291064964575,0.7049399518587534
2020-06-30,US,TMO,Thermo Fisher Scientific,Health Care,Watch,0.11980927004305256,,0.28392507459006033,0.299777995491848
2020-06-30,US,TWX,Time Warner Inc.,,Watch,0.11775347285226928,,,
2020-06-30,US,GOOGL,Alphabet (Class A),Communication Services,Watch,0.11708836171052114,,0.23719200494990167,0.659673328629784
2020-06-30,US,META,Meta,Communication Services,Watch,0.11537780060591778,,0.2197562299074023,0.43162888777457087
2020-06-30,US,QCOM,Qualcomm,Information Technology,Watch,0.10883088408424722,,0.6221706548690964,0.5438387031760497
2020-06-30,US,INTU,Intuit,Information Technology,Watch,0.10452711676839568,,0.1926277794101252,0.4006271064720377
2020-06-30,US,ACN,Accenture,Information Technology,Watch,0.09077705295539971,,0.16887813853418288,0.3695866249627575
2020-06-30,US,AVGO,Broadcom,Information Technology,Watch,0.08885592574709085,,0.2839932299318182,0.4825600188586163
2020-06-30,US,UNH,UnitedHealth,Health Care,Watch,0.0794404740245844,,0.14502738497330814,0.3673901306480509
2020-06-30,US,GILD,Gilead,Health Care,Watch,0.07805149115433654,,-0.2032016589377288,-0.14739889906702652
2020-06-30,US,KHC,Kraft Heinz,Consumer Staples,Watch,0.06802086953517562,,0.05726174888976665,0.3388228222747658
2020-06-30,US,BLK,BlackRock,Financials,Watch,0.06491760123065828,,0.2912283526198478,0.5315720810591045
2020-06-30,US,NEE,NextEra Energy,Utilities,Watch,0.048137947494315214,,0.2375896558818671,0.31035371157019176
2020-06-30,US,LIN,Linde,Industrials,Watch,0.048056950353546325,,0.2134490121645265,0.36356118375842894
2020-06-30,US,CL,Colgate-Palmolive,Consumer Staples,Watch,0.04498429371813432,,0.1823748058569432,0.12669801965885674
2020-06-30,US,V,Visa,Financials,Watch,0.039174145327819265,,0.09222663229640782,0.21462572948437364
2020-06-30,US,ABT,Abbott,Health Care,Watch,0.03237242376695032,,0.1921930007208088,0.33305342972225005
2020-07-31,US,TSLA,Tesla,Consumer Discretionary,Starter,2.339436214248788,0.4992380523960156,,1.1849225878511351
2020-07-31,KR,007810,코리아써키트,Information Technology,Watch,0.9894886570686631,,-0.08024691358024694,
2020-07-31,KR,041920,메디아나,Health Care,Watch,0.955630312444735,,-0.1742424242424242,
2020-07-31,KR,083450,GST,Information Technology,Watch,0.878339906565038,,-0.17307692307692313,
2020-07-31,US,AMD,AMD,Information Technology,Add-on,0.8700563811949251,0.058891870600818574,,0.034224480374976496
2020-07-31,US,NVDA,Nvidia,Information Technology,Starter,0.8463877067533533,0.2750697058762277,,0.5318085716658087
2020-07-31,US,PYPL,PayPal,Financials,Watch,0.5667901112814178,0.004896133494923571,,0.3261588992051676
2020-07-31,US,AAPL,Apple,Information Technology,Starter,0.537054453506057,0.09183883710487395,,0.18059135301082274
2020-07-31,US,AMZN,Amazon,Consumer Discretionary,Add-on,0.5291850076807322,-0.005040008107985883,,0.018450585885875004
2020-07-31,US,NFLX,Netflix,Communication Services,Watch,0.4289935750207521,0.0228071889345689,,0.02849365340750909
2020-07-31,US,LRCX,Lam Research,Information Technology,Starter,0.40843961196557366,-0.11698994035596122,,0.7383302123200339
2020-07-31,KR,053610,프로텍,Information Technology,Watch,0.4063088831396591,,-0.05190311418685123,
2020-07-31,US,EBAY,eBay Inc.,,Watch,0.3804953057058893,-0.05473856227781382,,0.11489552806306746
2020-07-31,KR,001200,유진투자증권,Financials,Watch,0.3786001320814062,,0.03403141361256545,
2020-07-31,KR,006400,삼성SDI,Materials,Watch,0.3652915848021114,,0.5798742138364781,
2020-07-31,US,NOW,ServiceNow,Information Technology,Starter,0.3232017445056686,0.10428055605642284,,0.07896180473404635
2020-07-31,US,TMO,Thermo Fisher Scientific,Health Care,Starter,0.2962889027870474,0.06714660801670402,,0.13595947392564245
2020-07-31,US,QCOM,Qualcomm,Information Technology,Starter,0.29146996193232605,0.12025661441997548,,0.29241348546908763
2020-07-31,US,UPS,United Parcel Service,Industrials,Watch,0.2793927320678772,0.17463943607940413,,0.5389976375613978
2020-07-31,US,MSFT,Microsoft,Information Technology,Starter,0.2666049340990404,0.028429645799918468,,0.22968391510299746
2020-07-31,US,LOW,Lowe's,Consumer Discretionary,Starter,0.26644392566715014,0.11382721814799868,,0.3213717172215882
2020-07-31,US,ADBE,Adobe,Information Technology,Starter,0.26344269554293365,0.10377652275720317,,0.1356229254922463
2020-07-31,KR,099320,쎄트렉아이,Industrials,Watch,0.2541433136852708,,0.34171907756813424,
2020-07-31,US,DHR,Danaher,Health Care,Starter,0.2512934214282668,0.057509595179956685,,0.26016529574548497
2020-07-31,KR,240810,원익IPS,Information Technology,Watch,0.24594924893075193,,0.15686274509803932,
2020-07-31,KR,123690,한국화장품,Consumer Staples,Watch,0.23449833815136814,,-0.10526315789473684,
2020-07-31,KR,095610,테스,Information Technology,Watch,0.23274392048670486,,0.16732283464566922,
2020-07-31,US,ISRG,Intuitive Surgical,Health Care,Starter,0.21864840992955067,0.03515992911555088,,0.22867060268811956
2020-07-31,US,TGT,Target,Consumer Discretionary,Starter,0.21075382640342852,0.256738179469046,,0.831483847172555
2020-07-31,US,TMUS,T-Mobile,Communication Services,Watch,0.20941256748662496,0.06500273898220144,,0.31728439281165177
2020-07-31,US,CHTR,Charter Communications,Communication Services,Watch,0.2042572274607618,0.07644832216460129,,0.19746556775323265
2020-07-31,US,META,Meta,Communication Services,Watch,0.2041718465532594,0.03244387172120233,,0.29589625313548185
2020-07-31,US,LIN,Linde,Industrials,Watch,0.20394303011979387,-0.024821968364451608,,0.24091123121378422
2020-07-31,US,FCX,Freeport-McMoran,,Watch,0.15812412809782173,0.21052604530650476,,2.3138696646355323
2020-07-31,US,AMGN,Amgen,Health Care,Starter,0.1513031587346058,0.04574509265773785,,-3.099170167386589e-05
2020-07-31,US,AMAT,Applied Materials,Information Technology,Starter,0.1458978137882146,-0.07278810234973909,,1.1686220842724233
2020-07-31,US,NEE,NextEra Energy,Utilities,Watch,0.14435355486116105,-0.006199331960309529,,0.05909926806533883
2020-07-31,US,KHC,Kraft Heinz,Consumer Staples,Watch,0.13211536278221486,-0.11887231924551855,,0.3230114570481253
2020-07-31,US,WMT,Walmart,Consumer Staples,Watch,0.13185504916856763,0.08566619266421616,,0.11512591016691309
2020-07-31,US,HD,Home Depot,Consumer Discretionary,Starter,0.12506897130666786,0.051544399886649606,,0.22174003510164875
2020-07-31,US,TWX,Time Warner Inc.,,Watch,0.11775347285226928,,,
2020-07-31,US,AMT,American Tower,Real Estate,Watch,0.10992141479895318,-0.07072775983503288,,-0.007329215526851063
2020-07-31,US,CRM,Salesforce,Information Technology,Starter,0.10334133746245494,0.2898125915178009,,0.22196557210703083
2020-07-31,US,ABT,Abbott,Health Care,Starter,0.10283142851336995,0.08137936735765194,,0.17191729391882093
2020-07-31,US,UNH,UnitedHealth,Health Care,Starter,0.09661145592938308,0.03393434412420904,,0.37585129313934873
2020-07-31,US,GOOGL,Alphabet (Class A),Communication Services,Watch,0.09496013896967605,-0.01502053353907884,,0.5839578662820863
2020-07-31,US,GOOG,Alphabet (Class C),Communication Services,Watch,0.0880121168186918,-0.009008893120513672,,0.6261802114738124
2020-07-31,US,FDX,FedEx,Industrials,Watch,0.08213474841405552,0.4978588643338713,,0.8838551052286716
2020-07-31,US,ACN,Accenture,Information Technology,Starter,0.07765132143925321,0.005383158323090775,,0.2684070825681919
2020-07-31,KR,038500,삼표시멘트,Materials,Watch,0.07614547255860897,,0.10526315789473695,
2020-08-31,US,TSLA,Tesla,Consumer Discretionary,Starter,4.494618661222036,-0.2213036287910849,0.41609799111094126,
2020-08-31,US,NVDA,Nvidia,Information Technology,Starter,1.1989751499944687,-0.06256314046044653,-0.02330831506065678,
2020-08-31,US,AMD,AMD,Information Technology,Starter,1.0440673325959784,-0.1709975647597577,0.009799596924014997,
2020-08-31,US,AAPL,Apple,Information Technology,Add-on,0.881091537879933,-0.15638545327168152,0.030059938643641537,
2020-08-31,US,PYPL,PayPal,Financials,Watch,0.6340074112756255,-0.08822373042551179,0.1472518390558255,
2020-08-31,US,AMZN,Amazon,Consumer Discretionary,Starter,0.6319128698039771,-0.12020138474117592,-0.05622497702090867,
2020-08-31,US,CRM,Salesforce,Information Technology,Add-on,0.6234286918285016,-0.14810187988051127,-0.18382522875414187,
2020-08-31,KR,001200,유진투자증권,Financials,Starter,0.5806338390734522,0.00421940928270037,,0.36568213783403647
2020-08-31,KR,006400,삼성SDI,Materials,Add-on,0.5032088210500171,-0.023204419889502725,,0.3591160220994476
2020-08-31,US,NOW,ServiceNow,Information Technology,Starter,0.49347992988636036,0.03226007875202841,0.14192356439388987,
2020-08-31,US,UPS,United Parcel Service,Industrials,Watch,0.4742496672346565,-0.03978737482627592,0.03548999896619254,
2020-08-31,US,ADBE,Adobe,Information Technology,Starter,0.4667993482488971,-0.1291221228568623,-0.02584783332869678,
2020-08-31,US,FCX,Freeport-McMoran,,Watch,0.46541694943052164,0.11082660931724764,0.666880173891033,
2020-08-31,US,META,Meta,Communication Services,Watch,0.44711893795241797,-0.10262642470409178,-0.06834918584516214,
2020-08-31,US,FDX,FedEx,Industrials,Watch,0.4444413979113085,0.1836433610646273,0.18697969122945235,
2020-08-31,US,QCOM,Qualcomm,Information Technology,Starter,0.42511611854441533,0.04131590972377741,0.29149379992389246,
2020-08-31,US,NFLX,Netflix,Communication Services,Watch,0.41954531899743014,-0.10163154013175824,0.021092993292512352,
2020-08-31,US,TGT,Target,Consumer Discretionary,Add-on,0.3981486314319163,0.006679584120093729,0.17227536285060818,
2020-08-31,US,LOW,Lowe's,Consumer Discretionary,Starter,0.3894183447292918,-0.03671437486593432,-0.022030242667276934,
2020-08-31,US,MSFT,Microsoft,Information Technology,Starter,0.36621986020510144,-0.10224797265967323,-0.011207836252801529,
2020-08-31,US,DE,Deere & Company,Industrials,Watch,0.32391466411890735,0.07915050940768187,0.2889178128869443,
2020-08-31,US,TMO,Thermo Fisher Scientific,Health Care,Starter,0.31590933397622384,0.10345826988933648,0.08684627646240295,
2020-08-31,US,KHC,Kraft Heinz,Consumer Staples,Watch,0.30332712995237787,-0.1269979248432609,0.00099073047665299,
2020-08-31,US,ABT,Abbott,Health Care,Starter,0.28864486256831373,-0.03662790925761639,0.003516636213922286,
2020-08-31,US,DHR,Danaher,Health Care,Starter,0.28548409699589117,0.11271849483328755,0.07772586121833003,
2020-08-31,KR,099320,쎄트렉아이,Industrials,Starter,0.2625154638076575,-0.16666666666666663,,0.8687943262411348
2020-08-31,US,CHTR,Charter Communications,Communication Services,Watch,0.25726903475427226,-0.019151700440029007,0.07462517427356352,
2020-08-31,US,ISRG,Intuitive Surgical,Health Care,Starter,0.24439069534620345,-0.08724205147329755,0.11939693749807012,
2020-08-31,US,GOOG,Alphabet (Class C),Communication Services,Watch,0.2234565148423263,-0.008059174480859244,0.07202393549120778,
2020-08-31,US,TMUS,T-Mobile,Communication Services,Watch,0.22156559669897946,-0.06093597176032384,0.15572503447603303,
2020-08-31,US,WMT,Walmart,Consumer Staples,Watch,0.2159981451348955,-0.0007203188104968339,0.041965513062355075,
2020-08-31,US,BLK,BlackRock,Financials,Watch,0.21439588873038581,0.01450509996342797,0.22782293625922923,
2020-08-31,US,LIN,Linde,Industrials,Watch,0.20418402800521376,-0.11440334136696739,0.06306068414741461,
2020-08-31,US,HD,Home Depot,Consumer Discretionary,Starter,0.20270113756549968,-0.05937221236223367,-0.05810880624518222,
2020-08-31,US,AMGN,Amgen,Health Care,Starter,0.2015621550340296,-0.14361280377648078,-0.08620779493875552,
2020-08-31,US,NKE,Nike,Consumer Discretionary,Starter,0.19612470161410764,0.07319704618866085,0.26691061423012674,
