baseline_variant,recent_months,recent_start,recent_end,recent_cagr_proxy,recent_avg_turnover,recent_loss_months,current_holdings,current_top1_weight,current_top3_weight,current_max_sector_weight,current_dominant_sector,health_pass_count,health_total_checks,health_verdict
rule_breadth_it_us5_cap,12,2025-01-31,2026-02-27,0.9484003206017528,0.9612103174603175,5,8,0.125,0.375,0.5,Industrials,10,10,PASS
