WindowStart,WindowEnd,LeadCAGR,LeadSharpe,LeadMDD,RefCAGR,RefSharpe,RefMDD,CAGRDelta,SharpeDelta,MDDDelta
2020-01-31,2022-07-29,0.2790241128714861,1.0702375098505261,-0.20420094175259795,0.2790241128714861,1.0702375098505261,-0.20420094175259795,0.0,0.0,0.0
2021-04-30,2023-08-31,0.17315553939891415,0.7863680221936861,-0.29270595691257795,0.16228835107160755,0.7570630267600765,-0.29270595691257795,0.010867188327306598,0.029304995433609538,0.0
2022-07-29,2024-11-29,0.4881771284515828,1.811274618547539,-0.12873974644741204,0.45627342742244625,1.7241953850391316,-0.1393118035622144,0.03190370102913653,0.0870792335084074,0.010572057114802358
2023-08-31,2026-01-30,0.7838254205271391,2.218214378119643,-0.05306393881907179,0.7378643787081587,2.151538681269067,-0.06185846527106831,0.04596104181898042,0.06667569685057595,0.00879452645199652
