FinalNAV,CAGR,MDD,Sharpe,AnnualTurnover,AvgGrossExposure,AvgHoldings,UniverseSize,FirstDate,LastDate,PriceBasis
1.6960496343274039,0.0481529789114612,-0.14051269312530645,0.8096126522406679,1.0197801757567753,0.9568141592920354,17.222654867256637,18,2014-12-31,2026-03-26,adjusted_close
