FinalNAV,CAGR,MDD,Sharpe,AnnualTurnover,AvgGrossExposure,AvgHoldings,FactorLastDate,FirstDate,LastDate
2.2130404141148703,0.07430673887001049,-0.32794683091020904,0.49269289294668744,2.2604951560818085,0.7215644061715106,2.1646932185145316,2026-01-30,2014-12-31,2026-01-30
