BottomSlicePenalty,BottomSlicePenaltyFloor,AvgCAGR,BestCAGR,AvgSharpe,BestSharpe
0.6,0.35,0.5279650427180544,0.5391428030467884,1.6768169827053567,1.6828884517099338
0.65,0.35,0.5237340817340986,0.5345640496748068,1.6750149225267128,1.6809984977318793
0.6,0.4,0.5232596164845786,0.5337821374873297,1.6752007862733702,1.6813219989998578
0.65,0.4,0.5190317877856294,0.5292068821703528,1.673279812986662,1.6792961747955033
0.6,0.45,0.5185549640539359,0.5284240416441184,1.6734405158876369,1.6795859186492008
0.65,0.45,0.5143301003765658,0.5238516128817257,1.6713958950774392,1.677417159289946
