BottomSliceCount,AvgCAGR,BestCAGR,AvgSharpe,BestSharpe
4,0.531495254484187,0.5391428030467884,1.6802513668627201,1.6828884517099338
3,0.5107966099001007,0.5167872823893205,1.668131604956339,1.6707455137007796
