FinalNAV,CAGR,MDD,Sharpe,AnnualTurnover,AvgGrossExposure,AvgHoldings,UniverseSize,StaticUniverseBiasFlag,UniverseBiasNote,FirstDate,LastDate
6.668222153595003,0.18410260846811988,-0.3350143157680867,0.9953444474399974,5.541501416430595,0.9043909348441926,18.006373937677054,100,1,STATIC_CURRENT_SP100_MEMBERSHIP,2015-01-02,2026-03-26
