event_count,trade_count,cagr,max_drawdown,annualized_volatility,sharpe,final_nav,start_date,end_date,event_summary_rows
2,26,0.3927856168286745,-0.5776755498169075,0.5056236302388423,0.9256376030926857,3.3444577631865195,2022-08-11,2026-04-03,2
