start_date,end_date,months,gross_cagr,net_cagr,spy_cagr,gross_final_nav,net_final_nav,spy_final_nav,gross_max_drawdown,net_max_drawdown,spy_max_drawdown,gross_volatility,net_volatility,spy_volatility,gross_sharpe,net_sharpe,spy_sharpe,drawdown_improvement_vs_spy,avg_monthly_turnover_one_way,annualized_turnover_one_way,cost_bps_one_way,verdict,failure_reason
2016-02-01,2026-04-02,123,0.09555872589163994,0.09377087685767416,0.14629837973660664,2.5288430299027174,2.4872034735274724,4.0068109438238055,-0.22410558348638798,-0.22635282263261192,-0.33717272970521217,0.10641093780905207,0.10638308680734389,0.17870034216874858,0.9122944539943229,0.8971254051673125,0.8549921869595459,0.11081990707260025,0.006489444878811571,0.07787333854573886,10,PASS,
