OneWayCostBps,LeadCAGR,LeadMDD,LeadSharpe,FinalNAV_x,RefCAGR,RefMDD,RefSharpe,FinalNAV_y,CAGRDelta,SharpeDelta,MDDDelta
0.0,0.6417699518037043,-0.28475876898045505,1.729127312789014,19.569470294836513,0.6284273418006818,-0.28475876898045505,1.7295716085831387,18.634614771460388,0.013342610003022504,-0.0004442957941246384,0.0
10.0,0.6215618068438058,-0.29270595691257784,1.689597507488128,18.168273419240037,0.6085142077532517,-0.29270595691257784,1.689563223164569,17.308794731484774,0.013047599090554085,3.4284323559008456e-05,0.0
25.0,0.5916628697717015,-0.30448266402942825,1.6302255517643147,16.249132950860176,0.5790490762530811,-0.30448266402942825,1.6294736453455865,15.491810600362854,0.012613793518620353,0.0007519064187282432,0.0
50.0,0.5429158945433898,-0.3237315841025783,1.5310860557812278,13.483284289194124,0.5310023636256611,-0.3237315841025783,1.5291395345495893,12.870693520673198,0.011913530917728732,0.0019465212316385205,0.0
75.0,0.4954966603840012,-0.3425153086962506,1.431746056458833,11.180813851428482,0.4842557272771537,-0.3425153086962506,1.4286079316854459,10.686060232712151,0.011240933106847484,0.003138124773387041,0.0
