Variant,CAGR,MDD,Sharpe,FinalNAV,AnnualTurnover
rule_sector_cap2_breadth_it_us5_top2_convex_ranked_tail_count5_floor40_risk_on,0.5585123581519118,-0.29270595691257784,1.6854655565277041,14.321803016835304,15.031194379391101
rule_sector_cap2_breadth_it_us5_top2_convex_ranked_tail_count5_pen55_floor35_risk_on,0.5709933497835453,-0.29270595691257784,1.6874551616828117,15.023721754106305,15.06857142857143
