Split,CAGR_rule_breadth_it_us5_cap,CAGR_rule_sector_cap2_breadth_it_us5_top2_convex_ranked_tail_count7_pen40_floor20_bonus18_risk_on,CAGR_rule_sector_cap2_breadth_it_us5_top2_convex_ranked_tail_count7_pen40_floor20_risk_on,Sharpe_rule_breadth_it_us5_cap,Sharpe_rule_sector_cap2_breadth_it_us5_top2_convex_ranked_tail_count7_pen40_floor20_bonus18_risk_on,Sharpe_rule_sector_cap2_breadth_it_us5_top2_convex_ranked_tail_count7_pen40_floor20_risk_on,CandidateMinusRetiredCAGR,CandidateMinusRetiredSharpe,CandidateMinusOperationalBaselineCAGR
etf_only,0.07211934370486128,0.07694753985519509,0.07694753985519509,0.680397325471123,0.7145825731813644,0.7145825731813644,0.0,0.0,0.004828196150333808
full_universe,0.33433567237915396,0.6215618068438058,0.6085142077532517,1.4481980324244779,1.689597507488128,1.689563223164569,0.013047599090554085,3.4284323559008456e-05,0.28722613446465184
kr_only,-0.02069971429567319,-0.004174643573530479,-0.004174643573530479,0.057601709354313795,0.12055629023135632,0.12055629023135632,0.0,0.0,0.01652507072214271
stock_only,0.2548732384585948,0.2488610281846837,0.2488610281846837,1.0216607814447907,0.9822217059496441,0.9822217059496441,0.0,0.0,-0.006012210273911078
us_only,0.3646632129356404,0.4642650907788468,0.4642650907788468,1.4895620392797049,1.7107850276742609,1.7107850276742609,0.0,0.0,0.0996018778432064
