RunId,RunStartedAt,Strategy,AsOfDate,HealthStatus,Recommendation,RecommendedStrategy,RecommendedStrategyMatch,ReadinessRunId,ReadinessRunMatch,PortfolioRowCount,HoldingsCount,WeightSum,TurnoverEstimate,MaterialChange,MissingPriceCount,DiffBuyCount,DiffExitCount,DiffIncreaseCount,DiffDecreaseCount,DiffHoldCount,ShadowNAV,Cash,GrossExposure,DailyCheckStatus,DailyCheckComment
20260328T120000Z_named_flow,2026-03-28T12:00:00+00:00,Weekly ETF RiskBudget,2026-04-03,OK,READY_FOR_DAILY_SHADOW_CHECK,Weekly ETF RiskBudget,1,20260328T120000Z_named_flow,1,6,6,0.9999999999999998,0.021560219050976,0,0,0,0,3,3,0,10058034.082623713,1.116666102099341e-09,1.0,GO,daily_shadow_ok
