TradeDate,AsOfDate,Strategy,Code,AssetType,TargetWeight,CurrentPrice,TargetNotionalKRW,OrderShares,OrderNotionalKRW,Action,OrderMode
2026-04-03,2026-04-03,Weekly ETF RiskBudget,360750,ETF,0.3167017866024341,24655.0,950105.36,38,936890.0,BUY,INITIAL
2026-04-03,2026-04-03,Weekly ETF RiskBudget,379800,ETF,0.3125278064614564,22535.0,937583.42,41,923935.0,BUY,INITIAL
2026-04-03,2026-04-03,Weekly ETF RiskBudget,0000D0,ETF,0.2533438151279887,9840.0,760031.45,77,757680.0,BUY,INITIAL
2026-04-03,2026-04-03,Weekly ETF RiskBudget,0000Z0,ETF,0.0467773902842074,15320.0,140332.17,9,137880.0,BUY,INITIAL
2026-04-03,2026-04-03,Weekly ETF RiskBudget,069500,ETF,0.0395076212703123,80325.0,118522.86,1,80325.0,BUY,INITIAL
2026-04-03,2026-04-03,Weekly ETF RiskBudget,0000J0,ETF,0.0311415802536009,37850.0,93424.74,2,75700.0,BUY,INITIAL
