event_count,trade_count,cagr,max_drawdown,annualized_volatility,sharpe,final_nav,start_date,end_date,event_summary_rows
7,28,0.01809618469509644,-0.2050625396881528,0.17523585009570175,0.19205926677775412,1.067170397208846,2022-08-18,2026-04-03,7
