Variant,CAGR,MDD,Sharpe,FinalNAV,AnnualTurnover,Months,BlacklistSymbols,HoldBuffer,ExcludeKRUnknownStocks,USFlowScoreCap,MinRelVolume
promoted_pruned8,0.38223581109261695,-0.2945295373057223,1.2589363964908282,6.971085295990565,16.721535372148033,61,"053610,AMD,099320,217500,319400,INTU,SBUX,240810",0,0,,
promoted_buffer4_pruned8,0.38223581109261695,-0.2945295373057223,1.2589363964908282,6.971085295990565,16.721535372148033,61,"053610,AMD,099320,217500,319400,INTU,SBUX,240810",4,0,,
rule_kr_unknown_off,0.3434159622547788,-0.3047194683394916,1.4345741672139376,5.876077493996308,14.792660571656432,61,,0,1,,
promoted_buffer4,0.2703609056248073,-0.30254961018751503,0.9532523298847234,4.20165561336919,17.19970505593441,61,,4,0,,
rule_combo_generalized,0.25771193231441125,-0.31108956548335653,1.3306702558081531,3.95686076207567,15.742926574910307,61,,0,1,0.3,
rule_us_flow_cap,0.19404468033638622,-0.2934602703803615,0.8260471257143682,2.8974638963753003,17.9601562873279,61,,0,0,0.3,
