Variant,CAGR,MDD,Sharpe,FinalNAV,AnnualTurnover,Months
no_sector_filter,0.2703609056248073,-0.30254961018751503,0.9532523298847234,4.20165561336919,17.19970505593441,61
no_flow_filter,0.2663568992530032,-0.3244810957036851,1.0336070557548371,4.12283859636622,14.185939635809905,61
equal_weight_no_mad,0.24627036255275647,-0.26659571479043787,0.8679535106733514,3.7457838882752377,17.216961180895606,61
default,0.23492911369469027,-0.2724014062675608,0.8747047390935413,3.5459019693487384,17.663320385051854,61
