OneWayCostBps,CAGR,MDD,Sharpe,FinalNAV
0.0,0.2886699191304851,-0.2983806971691947,1.0004949937021173,4.578248594608318
5.0,0.27948623066137457,-0.3004673706346397,0.9768744187844111,4.385985337229223
10.0,0.2703609056248073,-0.30254961018751503,0.9532523298847234,4.20165561336919
15.0,0.26129361736654677,-0.3046274216546788,0.9296290372251667,4.024937846915247
25.0,0.24333185248648337,-0.3087697836226089,0.8823800811485484,3.693115382585146
35.0,0.22559835436991715,-0.312894503086516,0.8351300305823021,3.3881924695488537
