start_date,end_date,months,gross_cagr,net_cagr,spy_cagr,gross_final_nav,net_final_nav,spy_final_nav,gross_max_drawdown,net_max_drawdown,spy_max_drawdown,gross_volatility,net_volatility,spy_volatility,gross_sharpe,net_sharpe,spy_sharpe,drawdown_improvement_vs_spy,avg_monthly_turnover_one_way,annualized_turnover_one_way,cost_bps_one_way,verdict,failure_reason
2016-02-01,2026-04-02,123,0.12974868058004585,0.12812144971080652,0.14629837973660664,3.4561639741581147,3.405891360844614,4.0068109438238055,-0.25345369061351375,-0.2550328797448522,-0.33717272970521217,0.1360569034247002,0.13602497771879576,0.17870034216874858,0.9662462115685784,0.9558244115928304,0.8549921869595459,0.08213984996035995,0.005727130570758405,0.06872556684910086,10,PASS,
