cost_bps_one_way,cagr,final_nav,max_drawdown,volatility,sharpe,drawdown_improvement_vs_spy,pass_rule
0,0.12974868058004363,3.456163974158046,-0.2534536906135122,0.1360569034246997,0.9662462115685716,0.08371903909169953,PASS
10,0.12812144971080497,3.4058913608445653,-0.25503287974485156,0.13602497771879524,0.9558244115928198,0.08213984996036017,PASS
25,0.12568391208354357,3.331817571491201,-0.2580181754089137,0.13598411333489938,0.9401339711818711,0.07915455429629803,PASS
50,0.12163016126699877,3.2118399190769895,-0.26297109576042954,0.13593475496343627,0.913836211467174,0.07420163394478219,PASS
100,0.11355562844714195,2.984396587136237,-0.2727927690330315,0.13590642337483852,0.8607373556621128,0.06437996067218021,PASS
