FinalNAV,CAGR,MDD,Sharpe,AnnualTurnover,AvgGrossExposure,AvgHoldings,UniverseSize,StaticUniverseBiasFlag,UniverseBiasNote,FirstDate,LastDate
4.733069099192195,0.1484603935099229,-0.30670645624449533,0.8778782184448417,5.236247787610619,0.904424778761062,18.022654867256637,132,0,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-01-02,2026-03-27
