TopSliceBonusExposure,BottomSlicePenaltyPower,AvgCAGR,BestCAGR,AvgSharpe,BestSharpe
0.18,0.5,0.6239076282344191,0.6315699672750634,1.678791659675838,1.689757073836905
0.18,0.65,0.6220873903406288,0.6301734781064627,1.6787269475621538,1.6896952753449186
0.17,0.5,0.619650364306677,0.6272138325787038,1.6789393832274568,1.6898553305903485
0.17,0.65,0.6178309921764357,0.6258180380037004,1.6788552533424699,1.6897730771949184
