Split,AggressiveMinusBaselineCAGR,AggressiveMinusBaselineSharpe,AggressiveMinusBaselineMDD,AggressiveMinusBaselineTurnover
full_universe,0.22417668577275784,0.23726752410322627,-0.040290073711660046,1.315128805620608
us_only,0.0996018778432064,0.221222988394556,0.03255314410930832,1.2640540540540552
kr_only,0.01652507072214271,0.06295458087704253,-0.0016617164974490617,0.347999999999999
etf_only,0.004828196150333808,0.03418524771024145,2.220446049250313e-16,-0.14754098360655732
stock_only,-0.006012210273911078,-0.03943907549514658,0.004945933988065643,-0.05056179775280789
