,Code,Name,MAD_gap_pct,MRAT,momentum_1m,momentum_3m,momentum_6m,momentum_12m,avg_momentum,current_price,volume_20d_avg
848,441270,파인엠텍,10.18,1.1018,3.75,9.21,-13.92,69.68,17.18,9960,755934.3
849,053270,구영테크,10.17,1.1017,-0.59,23.77,11.48,12.22,11.72,2525,300331.95
850,061970,LB세미콘,10.16,1.1016,26.98,18.05,27.76,39.41,28.05,5200,719393.9
851,012280,영화금속,10.07,1.1007,19.2,28.36,26.22,36.21,27.5,1136,437058.6
852,071320,지역난방공사,10.06,1.1006,-13.58,-14.15,17.74,85.8,18.95,91600,52590.85
853,000210,DL,10.04,1.1004,30.11,28.64,31.79,56.1,36.66,51200,169329.5
854,046970,우리로,9.96,1.0996,-2.63,16.81,14.32,9.97,9.62,1445,910334
855,034230,파라다이스,9.83,1.0983,15.38,15.65,-4.83,82,27.05,19510,1092882
856,388050,지투파워,9.71,1.0971,25.56,43.68,25.7,45.73,35.16,11250,2363747.35
857,015230,대창단조,9.67,1.0967,4.59,6.21,6.38,35.18,13.09,6840,165102.9
858,378850,화승알앤에이,9.66,1.0966,12.48,24.84,30.88,22.69,22.72,3920,285123.75
859,290120,DH오토리드,9.59,1.0959,2.62,23.53,19.51,16.67,15.58,2940,72345.85
860,112290,와이씨켐,9.59,1.0959,18.42,40.5,37.91,28.01,31.21,27650,340506.8
861,053080,케이엔솔,9.55,1.0955,14.12,28.25,35.24,10.27,21.97,14390,228419.7
862,089980,상아프론테크,9.54,1.0954,34.91,33.76,19.95,36.85,31.37,21950,198878.4
863,001800,오리온홀딩스,9.52,1.0952,17.27,21.41,21.35,60.77,30.2,24100,197247.25
864,035600,KG이니시스,9.52,1.0952,10.4,11.55,16.29,38.92,19.29,11780,246737.6
865,003090,대웅,9.46,1.0946,18.57,15.58,22.82,37.87,23.71,27450,163480.05
866,035420,NAVER,9.43,1.0943,-4.4,-1.14,19.5,26.76,10.18,260500,1678638.45
867,036570,엔씨소프트,9.41,1.0941,0.65,8.43,14.32,40.73,16.03,231500,180280.25
868,001340,PKC,9.36,1.0936,14.5,16.84,15.27,-1.43,11.29,6870,474145.7
869,469750,아이비젼웍스,9.32,1.0932,-12.77,-2.05,-20.49,17.04,-4.57,1195,1449294.9
870,265560,영화테크,9.24,1.0924,10.59,29.35,16.93,21.13,19.5,8770,117446.9
871,010280,아이티센엔텍,9.22,1.0922,7.7,18.19,18.07,67.23,27.8,1189,730835.15
872,092190,서울바이오시스,9.22,1.0922,60,69.74,48.2,31.91,52.46,4320,495358.1
873,005680,삼영전자,9.21,1.0921,16.74,24.4,26.97,26.59,23.68,12900,68862.55
874,012340,뉴인텍,9.19,1.0919,41.04,64.32,36.49,38.16,45,677,4263013.95
875,069730,DSR제강,9.06,1.0906,10.3,22.43,9.31,19.19,15.31,4285,53966.3
876,475150,SK이터닉스,9.05,1.0905,44.78,48.47,39.9,94.65,56.95,29100,2144073
877,151860,KG에코솔루션,8.99,1.0899,13.47,22.77,16.81,31.38,21.11,6740,349024.45
878,246690,TS인베스트먼트,8.99,1.0899,48.19,47.97,39.46,61.07,49.17,1965,6543436.7
879,118990,모트렉스,8.97,1.0897,-2.42,27.84,5.21,0.94,7.89,9690,335358.4
880,419080,엔젯,8.96,1.0896,-26.23,29.06,6.45,-33.88,-6.15,6440,175449.75
881,123010,알엔티엑스,8.92,1.0892,-9.6,5.5,36.66,-34.96,-0.6,1055,868821.85
882,008930,한미사이언스,8.89,1.0889,15.62,22.08,13.12,69.37,30.05,47000,594902.9
883,081000,일진다이아,8.88,1.0888,25.31,25.41,20.57,31.33,25.65,15300,175692.45
884,087260,모바일어플라이언스,8.87,1.0887,-0.49,24.24,-2.63,2.26,5.85,2040,1227509.75
885,219420,링크제니시스,8.85,1.0885,-5.6,12.17,5.48,-6.26,1.45,5390,181930.9
886,131400,이브이첨단소재,8.84,1.0884,-15.6,12.36,-22.63,-7.98,-8.46,1764,1696212.5
887,041930,동아화성,8.84,1.0884,-2.12,10.86,14.33,29,13.02,6940,73910.3
888,013120,동원개발,8.81,1.0881,8.84,24.27,11.5,37.93,20.64,3200,283346
889,068930,디지털대성,8.74,1.0874,13.94,18.25,20.45,25.62,19.57,9070,64375.05
890,187270,신화콘텍,8.73,1.0873,6.06,20.29,1.89,22.64,12.72,3765,303264.35
891,078150,HB테크놀러지,8.69,1.0869,2.83,13.54,18.29,-11.56,5.77,2180,2111528.35
892,030190,NICE평가정보,8.59,1.0859,-0.41,-2.31,7.03,30,8.58,16900,88330.3
893,382800,지앤비에스 에코,8.53,1.0853,20.4,44.04,26.61,3.02,23.52,3925,887871.5
894,040610,SG&G,8.5,1.085,18.8,14.21,16.78,39.58,22.34,2130,567260.6
895,286940,롯데이노베이트,8.47,1.0847,13.35,23.85,16.07,27.23,20.12,24200,67424.05
896,084680,이월드,8.45,1.0845,2.56,24.87,10.95,19.85,14.56,1642,574495.75
897,052330,코텍,8.4,1.084,6.65,15.68,17.29,21.51,15.28,10110,61576.05
898,100590,머큐리,8.33,1.0833,12.38,13.62,11.86,-1.09,9.19,3630,223720.4
899,009540,HD한국조선해양,8.32,1.0832,6.6,5.61,22.33,91.93,31.62,452000,259685.15
900,031820,아이티센씨티에스,8.22,1.0822,31.32,39.76,30.68,35.52,34.32,805,2659947.75
901,282720,금양그린파워,8.14,1.0814,18.53,6.78,38.46,36.96,25.18,12600,492128.4
902,011370,서한,8.13,1.0813,32.7,31.67,24.74,48.68,34.45,1185,785756.3
903,000400,롯데손해보험,8.12,1.0812,43.7,37.62,51.55,38.17,42.76,2440,6169825.7
904,373220,LG에너지솔루션,8.11,1.0811,2.64,-1.95,14.32,28.61,10.91,427000,442734.15
905,140860,파크시스템스,7.98,1.0798,6.75,23.7,13.57,41.54,21.39,284500,58787.1
906,000490,대동,7.95,1.0795,14.46,18.35,14.12,-0.26,11.67,11480,1922559.25
907,037030,파워넷,7.88,1.0788,10.11,18.74,9.33,26.22,16.1,3105,403769.4
908,277880,티에스아이,7.85,1.0785,-0.68,11.26,5.42,-7.9,2.03,5830,172070.95
909,155650,와이엠씨,7.83,1.0783,0.13,20.06,4.85,14.08,9.78,3890,101002.6
910,009320,아진전자부품,7.79,1.0779,0.81,18.6,7,5.48,7.97,1116,375660.1
911,046440,KG모빌리언스,7.78,1.0778,10.53,16,10.2,25.37,15.53,5510,636842.85
912,115440,우리넷,7.77,1.0777,-5.08,6.11,8.81,6.73,4.14,7290,218755.7
913,340930,유일에너테크,7.77,1.0777,-18.03,-15.4,-5.4,-31.31,-17.53,1209,7315628.6
914,001070,대한방직,7.75,1.0775,16.2,16.02,19.17,41.02,23.1,7460,58276.55
915,009900,명신산업,7.73,1.0773,23.13,37.4,26.23,26.51,28.32,11500,647335.85
916,178920,PI첨단소재,7.71,1.0771,26.96,27.89,23.31,15.58,23.44,21000,408509.35
917,040910,아이씨디,7.69,1.0769,32.41,31.9,35.67,-10.75,22.31,5230,84896.9
918,001540,안국약품,7.61,1.0761,-4.92,-2.05,5.32,24.92,5.82,8120,71874.5
919,102120,어보브반도체,7.61,1.0761,8.93,23.49,25.24,10.83,17.12,13300,888667.25
920,092220,KEC,7.6,1.076,59.03,78.83,77.05,55.67,67.65,1250,10378925.2
921,004360,세방,7.54,1.0754,13.03,19.44,20.24,36.19,22.22,16220,82139.25
922,034810,해성산업,7.49,1.0749,3.44,18.83,6.74,44.68,18.42,8710,88139.2
923,067900,와이엔텍,7.49,1.0749,13.22,23.34,13.57,17.51,16.91,7450,211302.25
924,034220,LG디스플레이,7.45,1.0745,27.41,25.59,34.09,74.56,40.42,15850,6656107.85
925,000540,흥국화재,7.45,1.0745,52.46,51.22,39.33,71.69,53.67,5580,1975420.2
926,096770,SK이노베이션,7.41,1.0741,13.94,10.92,25.48,4.67,13.75,130000,647799.15
927,013030,하이록코리아,7.4,1.074,20.71,22.03,21.65,34.42,24.7,39050,75829.1
928,066310,큐에스아이,7.39,1.0739,7.93,26.14,20.48,6.92,15.37,9120,240378.6
929,383800,LX홀딩스,7.36,1.0736,10.01,18.87,23.05,42.75,23.67,9450,296853.75
930,375500,DL이앤씨,7.31,1.0731,21.64,31.85,24.77,29.77,27.01,53400,465017.55
931,069080,웹젠,7.28,1.0728,-12.78,-2.66,-8.67,7.07,-4.26,13170,187779.6
932,011790,SKC,7.22,1.0722,-3.85,1.44,17.33,-10.58,1.09,112400,331017.75
933,006920,모헨즈,7.18,1.0718,12.13,25.57,17.3,15.96,17.74,3560,312839.35
934,066360,체리부로,7.13,1.0713,27.09,37.12,21.77,25.32,27.82,990,1792165.55
935,000430,대원강업,7.08,1.0708,-2.71,15.07,4.1,16.31,8.19,4315,172343.05
936,035760,CJ ENM,7.07,1.0707,6,14.02,-4.74,21.27,9.14,72400,121307.05
937,424760,벨로크,6.98,1.0698,-15.17,-22.94,6.94,23.28,-1.97,1001,127599.15
938,064400,LG씨엔에스,6.93,1.0693,3.63,28.1,8.78,59.61,25.03,74300,1873832.35
939,207940,삼성바이오로직스,6.93,1.0693,-2.27,6.97,17.64,7.14,7.37,1766000,53733.75
940,034310,NICE,6.84,1.0684,14.03,8.57,16.39,33.69,18.17,15200,70917
941,095910,에스에너지,6.81,1.0681,-4.81,6.62,8.03,21.28,7.78,1385,1759643.25
942,008350,남선알미늄,6.8,1.068,-3.5,15.13,2.5,-13.8,0.09,1187,3247957.75
943,183490,엔지켐생명과학,6.75,1.0675,-12.26,0.52,14.41,-10.36,-1.92,1159,881156.95
944,214390,경보제약,6.74,1.0674,-3.8,0,20.62,-11.28,1.38,5820,57278.15
945,003490,대한항공,6.72,1.0672,18.57,29.49,16.36,18.82,20.81,28100,3502633.85
946,203450,유니온바이오메트릭스,6.67,1.0667,-10.61,7.1,3.02,11.9,2.85,3245,69839.1
947,012630,HDC,6.65,1.0665,39.34,46.55,20.85,86,48.19,25500,228491.7
948,024740,한일단조,6.64,1.0664,2.56,11.37,14.56,-6.43,5.51,2400,1043696.6
949,011760,현대코퍼레이션,6.58,1.0658,26.17,25.61,26.46,19.75,24.5,28200,98926.45
950,128660,피제이메탈,6.57,1.0657,5.95,18.92,9.39,5.08,9.84,3205,297136.15
951,087010,펩트론,6.49,1.0649,2.32,-10.19,-10.61,207.07,47.15,286500,250718.8
952,002200,한국수출포장,6.47,1.0647,-0.16,1.76,10.03,16.06,6.92,3180,235139.85
953,019550,SBI인베스트먼트,6.46,1.0646,3.61,13.99,2.93,4.74,6.32,774,1966313.3
954,004150,한솔홀딩스,6.38,1.0638,12.18,12.9,10.94,41.41,19.36,3500,232428.3
955,241790,티이엠씨씨엔에스,6.36,1.0636,11.93,17.61,11.77,37.52,19.71,7880,61758.65
956,049950,미래컴퍼니,6.35,1.0635,-5.95,14.32,15.08,-18.88,1.14,17400,102769.7
957,123690,한국화장품,6.34,1.0634,-8.2,-4.84,-0.31,40.58,6.81,9630,389912.5
958,108230,톱텍,6.33,1.0633,4.35,17.89,7.92,15.33,11.37,5040,146779.25
959,012800,대창,6.33,1.0633,6.81,22.05,12.63,13.15,13.66,1489,2567438.4
960,009180,한솔로지스틱스,6.28,1.0628,6.31,9.87,4.42,26.88,11.87,2950,155141.05
961,037330,인지디스플레,6.27,1.0627,3.01,11.14,7.73,10.9,8.19,1506,92365.8
962,035460,기산텔레콤,6.27,1.0627,11.22,19.76,29.73,13.78,18.62,2230,86177.75
963,418550,제이오,6.26,1.0626,-2.55,19.77,-6.76,-25.95,-3.87,8420,243436.85
964,017180,명문제약,6.23,1.0623,2.36,8.44,8,11.49,7.57,1863,147305.5
965,138610,나이벡,6.23,1.0623,-11.91,-15.05,26.99,110.22,27.56,31050,105173.15
966,077970,STX엔진,6.22,1.0622,-8.87,4.95,-5.17,31.4,5.58,33900,301712.25
967,141000,비아트론,6.22,1.0622,35.05,34.51,26.62,38.44,33.66,9940,320956.2
968,133820,화인베스틸,6.21,1.0621,-22.42,-21.66,-14.5,28.66,-7.48,1450,178719.35
969,039740,한국정보공학,6.19,1.0619,-1.11,5.59,9.3,14.1,6.97,3115,59142.35
970,094480,갤럭시아머니트리,6.12,1.0612,-2.96,9.96,1.65,36.95,11.4,10490,857879.2
971,258790,소프트캠프,6.11,1.0611,-10.08,4.44,18.73,46.77,14.96,1293,349443.15
972,464500,아이언디바이스,6.09,1.0609,6.19,25.22,19.6,-12.2,9.7,3600,658330.85
973,018260,삼성에스디에스,6.06,1.0606,11.09,12.99,31.03,57.32,28.11,191300,235638.25
974,004410,서울식품,6.04,1.0604,63.19,55.63,53.59,62.07,58.62,235,59182513.65
975,064960,SNT모티브,6.02,1.0602,1.37,20.49,9.29,50.61,20.44,37050,111283.1
976,452300,캡스톤파트너스,5.86,1.0586,9.31,27.19,7.56,24.58,17.16,3345,1169371.9
977,347890,엠투아이,5.84,1.0584,-11.1,-0.32,1.98,17.52,2.02,6170,53037.2
978,377740,바이오노트,5.84,1.0584,2.53,1.8,0.89,17.39,5.65,5670,182002.35
979,086450,동국제약,5.82,1.0582,15.6,12.12,19.59,31.6,19.73,20450,431065.6
980,066590,우수AMS,5.82,1.0582,-8.24,23.56,7.4,4,6.68,3120,517285.9
981,417500,제이아이테크,5.79,1.0579,25.42,30.59,32.9,21.89,27.7,4120,322757.95
982,142210,유니트론텍,5.79,1.0579,-8.59,17.3,7.12,19.57,8.85,6170,424865.55
983,044450,KSS해운,5.77,1.0577,23.14,15.08,16.56,22.45,19.31,10910,182832.8
984,317330,덕산테코피아,5.72,1.0572,0.52,8.27,-5.51,-36.6,-8.33,19370,234769.8
985,054930,유신,5.7,1.057,9.96,10.94,6.88,9.47,9.31,24850,66570.75
986,009160,SIMPAC,5.67,1.0567,10.73,11.41,26.93,41.15,22.55,5420,145136.9
987,004100,태양금속,5.66,1.0566,32.1,27.91,38.76,0.83,24.9,3025,936397.7
988,044490,태웅,5.65,1.0565,5.97,38.04,-10.12,142.63,44.13,33750,357817.75
989,071200,인피니트헬스케어,5.63,1.0563,22.39,20.36,15.24,24.37,20.59,7160,150782.15
990,452400,이닉스,5.57,1.0557,-9.14,4.64,-7.14,5.52,-1.53,10140,51963.5
991,089030,테크윙,5.54,1.0554,21.56,4.46,50.97,29.28,26.57,46800,1297731.25
992,089230,THE E&M,5.43,1.0543,-4.5,18.8,0.18,38.55,13.26,1125,248920.35
993,034830,한국토지신탁,5.42,1.0542,38.06,26.3,38.4,67.94,42.67,1676,3843861.75
994,123700,SJM,5.36,1.0536,0.39,6.73,13.76,35.13,14,3885,55785.55
995,198080,캐프,5.35,1.0535,-1.41,9.64,4.26,1.88,3.59,2445,154579.25
996,348350,위드텍,5.3,1.053,13.32,26.89,18.63,47.23,26.52,10380,90118.6
997,326030,SK바이오팜,5.3,1.053,-2.49,-16.35,16.77,2.17,0.03,117700,254591.45
998,323410,카카오뱅크,5.28,1.0528,21.04,26.82,12.05,22.91,20.7,27900,3386426.25
999,014940,오리엔탈정공,5.27,1.0527,-3.94,-4.62,16.33,53.04,15.2,8050,264279.1
1000,086890,이수앱지스,5.22,1.0522,-11.2,-5.77,0.94,-8.02,-6.01,5390,247421.05
1001,446540,메가터치,5.21,1.0521,-7.91,16.1,4.35,0.87,3.35,4075,367733.25
1002,094970,제이엠티,5.21,1.0521,12.43,9.39,10.38,19.53,12.93,3030,241254.3
1003,214680,디알텍,5.17,1.0517,3.47,8.71,5.62,3.73,5.38,2085,850945.85
1004,006360,GS건설,5.17,1.0517,24.4,21.31,23.81,34.02,25.88,23400,1166746
1005,206650,유바이오로직스,5.13,1.0513,31.17,23.25,16.16,27.09,24.42,15530,946424.05
1006,348150,고바이오랩,5.12,1.0512,-13.57,-4.97,-19.32,4.52,-8.33,4970,161604.7
1007,021050,서원,5.06,1.0506,1.05,22.32,6.18,1.05,7.65,1255,750129.1
1008,004020,현대제철,5.03,1.0503,14.96,28.26,20.12,47.25,27.65,38800,1176224.45
1009,089140,넥스턴앤롤코리아,4.95,1.0495,4.13,10.77,5.88,1.41,5.55,2520,329398.3
1010,445090,에이직랜드,4.95,1.0495,-1.4,11.44,10.66,-3.51,4.3,31650,134096.65
1011,052710,아모텍,4.9,1.049,32.98,49.63,6.23,120.31,52.29,13990,817235.4
1012,002780,진흥기업,4.89,1.0489,13.46,24.19,11.25,1.26,12.54,801,2474369.35
1013,122990,와이솔,4.88,1.0488,18.55,26.29,28.5,14.31,21.91,7350,144166.45
1014,000700,유수홀딩스,4.73,1.0473,4.3,9.55,9.17,15.99,9.75,6310,55755.65
1015,011280,태림포장,4.62,1.0462,2.67,21.97,4.96,-8.44,5.29,2115,244273.4
1016,030000,제일기획,4.61,1.0461,3.76,-3.5,13.02,24.65,9.48,22050,474711.1
1017,214320,이노션,4.57,1.0457,6.44,9.35,10.01,9.41,8.8,20000,244318.6
1018,053450,세코닉스,4.55,1.0455,-4.57,15.38,2.81,-17.26,-0.91,5850,226307.9
1019,032560,황금에스티,4.54,1.0454,8.03,3.95,10.88,28.19,12.76,6320,56147.8
1020,072470,우리산업홀딩스,4.48,1.0448,19.19,21.3,28.93,68.72,34.54,4100,732884.45
1021,001230,동국홀딩스,4.44,1.0444,29.37,29.37,27.28,24.93,27.74,9470,190036.55
1022,173130,오파스넷,4.44,1.0444,20.92,21.48,16.1,-14,11.13,7860,130194.8
1023,004980,성신양회,4.41,1.0441,3.07,0.41,-8.03,31.62,6.77,9740,112833.9
1024,002290,삼일기업공사,4.37,1.0437,5.17,4.04,14.18,4.18,6.89,3865,53321.8
1025,014440,영보화학,4.36,1.0436,5.35,2.71,14.69,5.35,7.03,4920,84360.7
1026,005420,코스모화학,4.31,1.0431,6.05,3.55,1.12,-4.92,1.45,17190,345403.2
1027,001550,조비,4.29,1.0429,21.74,24.57,6.36,34.99,21.91,13890,678025.5
1028,058820,CMG제약,4.27,1.0427,3.82,8.65,6.74,5.79,6.25,2010,1399694.7
1029,290720,푸드나무,4.23,1.0423,17.21,12.35,10.98,-10.96,7.39,2275,59476.05
1030,339950,아이비김영,4.18,1.0418,22,28.15,25.44,15.51,22.77,2495,282700.05
1031,032850,비트컴퓨터,4.16,1.0416,16.67,16.67,10.02,15.46,14.7,5600,296435.35
1032,103140,풍산,4.15,1.0415,-8.09,17.76,-3.53,94.08,25.05,114700,332024.2
1033,084870,TBH글로벌,4.11,1.0411,86.93,74.11,53.85,102.69,79.4,2260,333916
1034,014530,극동유화,4.09,1.0409,3.59,8.41,7.12,6.33,6.36,3610,282591.4
1035,053060,세동,4.08,1.0408,-10.22,5.02,-9.48,27.62,3.23,1317,248117.35
1036,263770,유에스티,4.07,1.0407,11.31,9.99,-1.85,3.41,5.72,2125,436891
1037,026150,특수건설,4.07,1.0407,8.98,23.13,0.87,8.98,10.49,6920,249479.35
1038,183190,아세아시멘트,4.07,1.0407,9.75,7.91,-4.61,27.03,10.02,12830,103555.05
1039,032620,유비케어,4.06,1.0406,2,6.26,0.87,18.63,6.94,4075,420977.4
1040,102260,동성케미컬,4.05,1.0405,4.72,-4.46,8.91,16.25,6.36,4435,196049.4
1041,043340,에쎈테크,4.04,1.0404,31.18,40.94,13.15,1.79,21.77,568,2799560.55
1042,086960,MDS테크,4.03,1.0403,-2.06,3.21,5.42,16.44,5.75,1381,7133536.4
1043,063170,서울옥션,4.02,1.0402,15.55,25.55,10.79,35.41,21.82,9140,418028.7
1044,271980,제일약품,3.99,1.0399,7.65,12.6,16.99,45.83,20.76,15910,198182.7
1045,000520,삼일제약,3.95,1.0395,22.12,13.44,18.51,-6.8,11.82,11650,759810.5
1046,009240,한샘,3.94,1.0394,15.12,11.98,22.38,13.59,15.77,51400,82040
1047,038390,레드캡투어,3.94,1.0394,0.76,1.11,-0.25,-15.88,-3.56,11870,112819.05
1048,006050,국영지앤엠,3.87,1.0387,-0.68,8.68,1.15,-14.17,-1.25,1314,255020.1
1049,006120,SK디스커버리,3.84,1.0384,-0.49,-2.09,18.52,75.98,22.98,60800,50356.25
1050,126560,현대퓨처넷,3.82,1.0382,8.89,12.4,7.38,0.43,7.28,3490,242397.75
1051,088910,동우팜투테이블,3.78,1.0378,15.12,16.83,10.02,19.98,15.49,2360,78179.4
1052,077500,유니퀘스트,3.69,1.0369,9.34,14.98,13.28,11.09,12.17,6910,316350.55
1053,089860,롯데렌탈,3.68,1.0368,16.33,6.05,17.12,17.53,14.26,34200,86780.5
1054,227950,엔투텍,3.62,1.0362,82.67,68.35,27.87,43.1,55.5,601,6879360.1
1055,088790,진도,3.58,1.0358,7.21,7,12.87,18.49,11.39,2140,70228.8
1056,003280,흥아해운,3.55,1.0355,11.99,14.16,10.42,5.68,10.56,1822,10781397.25
1057,099750,이지케어텍,3.54,1.0354,-1.71,10.63,5.18,3.28,4.35,9190,65582.6
1058,136480,하림,3.53,1.0353,4.11,7.84,5.15,6.93,6.01,3165,1742225.15
1059,027410,BGF,3.49,1.0349,4.47,6.31,4.6,25.67,10.26,4210,224953.8
1060,038540,상상인,3.49,1.0349,9.88,21.15,12.91,56.36,25.08,2125,248043.1
1061,416180,신성에스티,3.49,1.0349,8.99,3.74,6.16,4.86,5.94,38800,178635.55
1062,002800,신신제약,3.48,1.0348,1.88,15.06,4.38,17.09,9.6,5960,157372.7
1063,019770,서연탑메탈,3.47,1.0347,4.06,11.72,5.13,9.19,7.52,4100,76124.1
1064,001780,알루코,3.47,1.0347,3.36,16.67,4.05,3.12,6.8,2310,1256400.65
1065,294570,쿠콘,3.46,1.0346,-8.7,11.07,-4.55,96.72,23.64,33600,128081.2
1066,044990,에이치엔에스하이텍,3.42,1.0342,-4.92,-17.44,18.31,-2.27,-1.58,16800,65759.9
1067,002920,유성기업,3.37,1.0337,6.68,14.6,9.72,24.4,13.85,2315,115113.15
1068,002320,한진,3.36,1.0336,11.2,9.18,6.65,11.03,9.51,21650,96703.7
1069,253450,스튜디오드래곤,3.34,1.0334,-4.56,15.7,-5.27,-9.19,-0.83,44950,124343.15
1070,047920,HLB제약,3.32,1.0332,-22.99,3.22,15.77,-48.99,-13.25,15710,216308.35
1071,011320,유니크,3.3,1.033,-1.3,-6.37,6.21,18.36,4.23,4190,79765.45
1072,213420,덕산네오룩스,3.29,1.0329,15.3,12.92,-10.54,41.88,14.89,43700,309762.45
1073,033500,동성화인텍,3.24,1.0324,5.04,14.06,-5.96,28.07,10.3,29200,281222.55
1074,302440,SK바이오사이언스,3.21,1.0321,-3.76,-5.41,3.1,22.48,4.1,49850,155659.5
1075,053800,안랩,3.21,1.0321,-0.46,8.01,6.94,-13.27,0.31,64700,60327.65
1076,024120,KB오토시스,3.18,1.0318,-0.13,9.43,0.68,15.73,6.43,3715,57275.35
1077,053690,한미글로벌,3.16,1.0316,10.28,14.49,0.73,24.92,12.61,20700,204109.25
1078,119610,인터로조,3.16,1.0316,15.59,17.88,1.83,2.17,9.37,18390,124109.15
1079,003070,코오롱글로벌,3.16,1.0316,14.22,10.51,14.86,13.33,13.23,10200,65942.6
1080,037370,EG,3.05,1.0305,-4.87,5.4,2.09,-2.5,0.03,5860,102673.1
1081,084690,대상홀딩스,3.05,1.0305,6.1,7.77,8.11,-15.07,1.73,10260,185414.85
1082,082640,동양생명,3.03,1.0303,13.36,15.44,-2.08,52.99,19.93,7550,1354713.15
1083,003010,혜인,3.03,1.0303,5.45,5.65,5.65,9.36,6.53,5610,174937.75
1084,008500,일정실업,2.99,1.0299,-14.67,-23.18,18.36,27.8,2.08,2850,71756.65
1085,234080,JW생명과학,2.97,1.0297,6.62,-9.93,18.63,30.38,11.42,13690,65677.35
1086,017900,광전자,2.94,1.0294,7.56,12.74,7.84,12.43,10.14,2035,187236.75
1087,336680,탑런토탈솔루션,2.88,1.0288,-8.59,0.24,-1.56,-12.22,-5.53,4095,289708.85
1088,336370,솔루스첨단소재,2.86,1.0286,11.11,4.71,4.83,-4.51,4.03,8900,514904.5
1089,228340,동양파일,2.84,1.0284,28.62,47.42,22.03,32.83,32.72,2310,77664.2
1090,045300,성우테크론,2.76,1.0276,1.27,-0.47,9.93,6.52,4.31,3200,56609.65
1091,041460,한국전자인증,2.75,1.0275,2.25,15.21,-2.04,25.46,10.22,4090,209073.15
1092,036460,한국가스공사,2.73,1.0273,9.2,7.07,10.72,23.49,12.62,43900,424968.15
1093,199820,제일일렉트릭,2.72,1.0272,9.05,16.04,9.38,3.33,9.45,10850,680118.05
1094,321550,티움바이오,2.71,1.0271,13.29,-1.1,23.48,94.75,32.61,6310,223188.4
1095,317120,라닉스,2.64,1.0264,-7.67,9.48,33.49,-20.43,3.71,2045,329609.35
1096,058860,KTis,2.6,1.026,11.41,12.43,6.96,15.82,11.66,3075,262405.4
1097,035720,카카오,2.53,1.0253,-0.65,0.66,-4.21,46.54,10.58,61400,3191049.15
1098,251970,펌텍코리아,2.45,1.0245,-12.34,1.31,-17.81,30.59,0.44,54000,64682.05
1099,097520,엠씨넥스,2.45,1.0245,-8.85,6.51,-4.96,21.66,3.59,27800,67695.45
1100,065450,빅텍,2.37,1.0237,12.4,23.23,10.83,6.62,13.27,4350,1760318.1
1101,323990,박셀바이오,2.33,1.0233,-2.83,-5.02,1.87,3.92,-0.51,9280,346883.3
1102,294870,HDC현대산업개발,2.32,1.0232,20.2,23.29,20.49,34.96,24.74,24400,423903.9
1103,033050,제이엠아이,2.3,1.023,1.13,11.69,6.65,8.06,6.88,898,65935.8
1104,000320,노루홀딩스,2.28,1.0228,31.78,29.95,-11.32,107.35,39.44,28200,76319.4
1105,176750,듀켐바이오,2.2,1.022,15.56,11.23,2.16,-10.96,4.5,10400,152322.95
1106,163560,동일고무벨트,2.14,1.0214,3.74,3.88,2.56,-3.86,1.58,7220,74495.3
1107,248070,솔루엠,2.12,1.0212,19.39,8.62,23.45,9.38,15.21,18900,266217.3
1108,051780,큐로홀딩스,2.12,1.0212,-16.65,-15.53,18.06,30.55,4.11,876,185042.5
1109,001680,대상,2.08,1.0208,4.59,9.09,2.7,-6.56,2.46,22800,162928.85
1110,158430,아톤,2.06,1.0206,-6.91,18.6,-7.62,26.66,7.68,7270,1241920.55
1111,112040,위메이드,2.06,1.0206,-12.33,5.2,-8.2,-23.21,-9.64,26300,240889
1112,102460,이연제약,1.98,1.0198,-0.98,2.39,3.63,-6.15,-0.28,11140,80458.3
1113,356890,싸이버원,1.98,1.0198,-9.67,-6.06,15.71,-11.96,-2.99,3645,189731
1114,365590,하이딥,1.95,1.0195,17.21,14.66,-14.39,-15.2,0.57,2690,601616.2
1115,317690,퀀타매트릭스,1.82,1.0182,-10.41,5.68,6.1,-10.89,-2.38,4090,121551.9
1116,263810,상신전자,1.8,1.018,-3.76,-0.65,4.24,4.42,1.06,3070,84407.05
1117,038110,에코플라스틱,1.79,1.0179,1.18,11.58,0.44,30.53,10.94,3420,680292.75
1118,067570,엔브이에이치코리아,1.77,1.0177,2.52,5.84,5.84,13.99,7.05,2445,216708.7
1119,024940,PN풍년,1.72,1.0172,-2.39,-6.3,9.97,-24.11,-5.71,4910,126267.15
1120,054620,APS,1.71,1.0171,12.87,19.33,5.71,-17.76,5.04,5000,131934.15
1121,285130,SK케미칼,1.65,1.0165,0.44,-3.12,13.83,68.02,19.79,68300,72695.15
1122,234690,녹십자웰빙,1.61,1.0161,7.22,12.22,13.87,19.39,13.17,10100,149018.75
1123,179290,엠아이텍,1.61,1.0161,-4.19,13.08,6.46,-14.89,0.11,7090,131980.65
1124,009680,모토닉,1.46,1.0146,9.15,4.57,11.99,22.51,12.06,11210,50339.75
1125,192080,더블유게임즈,1.45,1.0145,4.01,3.42,4.81,15.22,6.86,54500,70614.5
1126,024840,KBI메탈,1.43,1.0143,35.39,44.74,34.79,21.17,34.02,2410,3662940.1
1127,950200,소마젠,1.43,1.0143,6.79,9.36,-1.28,1.45,4.08,3855,232918.1
