,Code,Name,MAD_gap_pct,MRAT,momentum_1m,momentum_3m,momentum_6m,momentum_12m,avg_momentum,current_price,volume_20d_avg
1128,035250,강원랜드,1.43,1.0143,10.54,8.56,7.18,21.71,12,19400,718319
1129,383220,F&F,1.42,1.0142,7.01,-0.14,5.44,4.06,4.1,71700,139844.6
1130,213500,한솔제지,1.37,1.0137,6.86,6.09,3.26,2.19,4.6,8880,100260.8
1131,058400,KNN,1.36,1.0136,15.23,14.9,8.82,2.69,10.41,802,1583454.75
1132,096350,대창솔루션,1.32,1.0132,2.39,14.6,8.03,35.34,15.09,2355,859721
1133,094840,슈프리마에이치큐,1.32,1.0132,8.06,18.68,10.66,14.09,12.87,7370,87567.5
1134,025860,남해화학,1.28,1.0128,7.96,11.93,1.67,14.73,9.07,7320,327229.2
1135,004490,세방전지,1.25,1.0125,11.53,16.42,15.11,-0.14,10.73,71600,62216.85
1136,081580,성우전자,1.18,1.0118,24.9,37.42,6.01,14.26,20.65,3085,902942.05
1137,042500,링네트,1.17,1.0117,0.39,-1.39,-1.14,-0.15,-0.58,3895,159966.8
1138,016380,KG스틸,1.17,1.0117,8.33,11.36,12.41,-2.13,7.49,5980,419437.75
1139,234100,폴라리스세원,1.17,1.0117,-8.3,9.43,-10.56,5.84,-0.9,1160,652655.2
1140,083470,이엠앤아이,1.12,1.0112,10.05,5.34,-13.55,-28.24,-6.6,887,1392101.95
1141,060540,에스에이티,1.09,1.0109,-4.42,4.36,2.37,-13.55,-2.81,1340,86614.75
1142,215360,우리산업,1.08,1.0108,1.79,14.32,5.08,-8.36,3.21,9100,169621.95
1143,000220,유유제약,1.05,1.0105,1.43,9.64,5.62,-0.75,3.98,4605,115151.35
1144,101530,해태제과식품,1.02,1.0102,0,5.84,3.3,14.45,5.9,6890,55615.2
1145,020710,시공테크,1.01,1.0101,-0.49,-0.12,7.2,9.05,3.91,4095,174858.15
1146,029480,광무,1.01,1.0101,2.81,25.63,3.98,25.63,14.51,2745,367561.65
1147,154040,다산솔루에타,0.99,1.0099,-0.16,10.95,-5.52,18.17,5.86,1216,60308.85
1148,001260,남광토건,0.93,1.0093,7.98,18.92,-4.76,10,8.03,8800,57501.35
1149,006620,동구바이오제약,0.9,1.009,3.69,0.36,9.98,13.77,6.95,5620,247104.4
1150,069410,엔텔스,0.86,1.0086,-9.18,-0.84,-10.21,23.38,0.79,4750,51494.9
1151,004710,한솔테크닉스,0.86,1.0086,9.31,7.09,11.27,51.31,19.75,6340,458534
1152,318160,셀바이오휴먼텍,0.85,1.0085,-15.27,-12.9,-20.09,75.49,6.81,7160,106266.6
1153,114450,그린생명과학,0.84,1.0084,-9.79,-23.41,-1.78,58.91,5.98,2765,346215.8
1154,016450,한세예스24홀딩스,0.81,1.0081,15.39,11.35,23.16,22.21,18.03,4760,57314.35
1155,002720,국제약품,0.78,1.0078,2.3,7.83,-1.47,-2.9,1.44,4680,237571
1156,337930,젝시믹스,0.75,1.0075,3.46,18.11,0.75,-14.6,1.93,5380,625556.4
1157,263020,디케이앤디,0.63,1.0063,-1.31,-5.92,-2.42,-3.97,-3.41,3020,109072.55
1158,017040,광명전기,0.61,1.0061,3.14,15.16,34.16,3.56,14,1512,846655.65
1159,052420,오성첨단소재,0.6,1.006,0.53,2.91,8.42,6.97,4.71,1520,1268032.55
1160,257720,실리콘투,0.57,1.0057,-19.62,-5.49,-8.26,63.88,7.63,42200,1044651.45
1161,002150,도화엔지니어링,0.53,1.0053,7.75,5.71,0.6,2.3,4.09,6670,140981.1
1162,071840,롯데하이마트,0.53,1.0053,16.85,13.16,2.02,15.9,11.98,8600,164087.5
1163,051360,토비스,0.5,1.005,-1.89,5.48,-8.98,-13.24,-4.66,15600,72267.45
1164,340360,다보링크,0.5,1.005,13.76,29.83,-5.73,-7.69,7.54,1645,1095977.6
1165,372910,한컴라이프케어,0.48,1.0048,-4.05,12.45,3.27,-17.42,-1.44,2845,808737.65
1166,115480,씨유메디칼,0.46,1.0046,-6.06,-4.12,-10.14,-6.38,-6.68,558,917268.05
1167,036090,위지트,0.43,1.0043,-1.98,9.64,-1.28,-3.21,0.79,694,1223245.8
1168,002870,신풍,0.42,1.0042,8.19,7.59,11.26,3.61,7.66,1176,248813.1
1169,200130,콜마비앤에이치,0.29,1.0029,4.87,9.57,-8.45,10.33,4.08,14200,99545.9
1170,950140,잉글우드랩,0.28,1.0028,1.74,-2.08,-5.26,69.43,15.96,12250,145532.15
1171,160550,NEW,0.17,1.0017,-13.6,-6.41,-23.79,-8.58,-13.1,1970,355101.95
1172,065130,탑엔지니어링,0.14,1.0014,-7.7,3.8,-8.81,-23.52,-9.06,3415,119112.6
1173,003570,SNT다이내믹스,0.11,1.0011,8.7,31.62,-6.95,77.01,27.59,56200,121597.3
1174,440290,HB인베스트먼트,0.11,1.0011,6.81,5.02,2.57,23.87,9.57,2195,190952.95
1175,054050,농우바이오,0.08,1.0008,0.84,5.54,0.96,13.24,5.15,8380,84206.55
1176,005250,녹십자홀딩스,0.08,1.0008,3.98,-0.37,5.7,13.52,5.71,15950,107922.45
1177,053210,스카이라이프,0.07,1.0007,6.87,-0.95,-1.14,16.04,5.2,5210,69056.6
1178,011150,CJ씨푸드,0.04,1.0004,0.35,3.64,-1.21,-6.56,-0.95,2850,471297.05
1179,017550,수산세보틱스,0.04,1.0004,7.74,5.3,0.58,-4.37,2.32,1906,742318.45
