Strategy,FinalNAV,CAGR,MDD,Sharpe,AvgTurnover,AnnualTurnover,AvgGrossExposure,AvgHoldings,RebalanceCount,BuyTrades,SellTrades,FirstRebalance,LastRebalance
Daily Top20,1.068348329025337,0.0564159487470286,-0.05640275111459214,0.7121727556497874,0.11133318849909704,26.70914820840071,0.1256652350633297,2.837370242214533,289,242,215,2024-12-17,2026-02-27
Weekly Top20,1.0262422368480515,0.02173596984213355,-0.05071291861857563,0.43204551119900486,0.2757220985320328,16.708289190191415,0.25682719976543583,2.1660899653979238,73,185,147,2024-12-20,2026-02-27
Weekly Buffer 20/25,1.0262422368480515,0.02173596984213355,-0.05071291861857563,0.43204551119900486,0.2757220985320328,16.708289190191415,0.25682719976543583,2.1660899653979238,73,185,147,2024-12-20,2026-02-27
Weekly Score50 MADScale,1.1107734709586734,0.09112460353853002,-0.03808749720587912,1.3597813654828992,0.20536569226163692,13.97910265018672,0.3039854854186908,3.0761245674740483,82,190,152,2024-12-20,2026-02-27
Biweekly Score50 MADScale,1.1266839532117616,0.10408278157673134,-0.03808749720587923,1.5643185854049528,0.24559771320689067,9.582078507259979,0.3406868522309494,2.726643598615917,47,159,132,2024-12-20,2026-02-27
