Strategy,FinalNAV,CAGR,MDD,Sharpe,AvgTurnover,AvgGrossExposure
Daily Top20,1.8565965140013034,0.13000990124406808,-0.09842742366879698,1.5975495643040059,0.033893065090121396,0.1380707277767286
Weekly Top20,1.7705303132222399,0.11946402877334195,-0.09969914901267807,1.538532215297712,0.09612218037858276,0.3586828605546262
Weekly Buffer 20/25,1.7315859328353052,0.1145563978075772,-0.09809498803645322,1.5077471935852431,0.08181539312247636,0.35221153603529465
Weekly Score50 MADScale,1.981441497131489,0.1446308385104158,-0.11562524524354034,1.5472795992612354,0.07086803481027618,0.48002398958251846
Biweekly Score50 MADScale,1.981441497131489,0.1446308385104158,-0.11562524524354034,1.5472795992612354,0.07253388479602213,0.49130760931805273
