Strategy,FinalNAV,CAGR,MDD,Sharpe,AvgTurnover
Daily Top20,1.004587711882773,0.0045409830978957455,-0.038996522628894636,0.1255756552570066,0.004081632653061225
Weekly Top20,0.9641527491624471,-0.03548949220191844,-0.03584725083755291,-1.0162612283965846,0.02
Weekly Buffer 20/25,0.9641527491624471,-0.03548949220191844,-0.03584725083755291,-1.0162612283965846,0.02
