Strategy,FinalNAV,CAGR,MDD,Sharpe,AvgTurnover
Daily Top20,1.0069013307368313,0.006830956262060761,-0.02245214271494822,0.26025873370761654,0.004081632653061225
Weekly Top20,0.9788882904722306,-0.020899417483122962,-0.021111709527769418,-1.0162612280862264,0.02
Weekly Buffer 20/25,0.9788882904722306,-0.020899417483122962,-0.021111709527769418,-1.0162612280862264,0.02
