Strategy,FinalNAV,CAGR,MDD,Sharpe,AvgTurnover,AvgGrossExposure
Daily Top20,0.9501614955329344,-0.04934472372714649,-0.049838504467065614,-1.6966955747209804,0.0042502346989404015,0.02040816326530612
Weekly Top20,0.9731421210775684,-0.026588594384463593,-0.026857878922431633,-1.016261228247759,0.02,0.02
Weekly Buffer 20/25,0.9731421210775684,-0.026588594384463593,-0.026857878922431633,-1.016261228247759,0.02,0.02
