Strategy,FinalNAV,CAGR,MDD,Sharpe,AvgTurnover,AvgGrossExposure
Daily Top20,2.0655733243007637,0.15407192092851996,-0.11034572217574756,1.634130563580833,0.07213268332788778,0.16088464546314787
Weekly Top20,1.9671648294069697,0.14299694589641931,-0.10520830892895527,1.5732254768648422,0.18579202960174537,0.39173906002419323
Weekly Buffer 20/25,1.8861542606022814,0.13354118570551732,-0.10695847433898109,1.4734070120522411,0.14423319998945075,0.37161155610825086
