Strategy,FinalNAV,CAGR,MDD,Sharpe,AvgTurnover,AvgGrossExposure
Daily Top20,1.8230494229669807,0.12594692300963084,-0.11034572217574723,1.4336440775410104,0.0594299608667148,0.1255001735813232
Weekly Top20,1.8609395037119074,0.13053157573247032,-0.10520830892895561,1.5557992931955154,0.14901026210103618,0.3114240737870629
Weekly Buffer 20/25,1.8289068612875568,0.1266606323192152,-0.10695847433898065,1.5183064966299045,0.11754528435967332,0.30460868612216346
