Strategy,FinalNAV,CAGR,MDD,Sharpe,AvgTurnover,AnnualTurnover,AvgGrossExposure,AvgHoldings,RebalanceCount,BuyTrades,SellTrades,FirstRebalance,LastRebalance
Daily Top20,1.8230494229669807,0.12594692300963084,-0.11034572217574723,1.4336440775410104,0.0594299608667148,14.54554720548255,0.1255001735813232,5.552865213882163,1239,1386,1346,2021-02-08,2026-03-03
Weekly Top20,1.8609395037119074,0.13053157573247032,-0.10520830892895561,1.5557992931955154,0.14901026210103618,9.801978048345243,0.3114240737870629,5.16545601291364,333,926,886,2021-02-19,2026-03-03
Weekly Buffer 20/25,1.8289068612875568,0.1266606323192152,-0.10695847433898065,1.5183064966299045,0.11754528435967332,7.662534876734626,0.30460868612216346,5.16545601291364,330,722,682,2021-02-19,2026-03-03
Weekly Score50 MADScale,1.961024809562797,0.14229132412401158,-0.1024552848794712,1.5443787628115877,0.10472541962326924,21.45280963739473,0.4679992247399952,80.37368845843422,1037,6465,6365,2021-02-19,2026-03-03
Biweekly Score50 MADScale,1.961024809562797,0.14229132412401158,-0.1024552848794712,1.5443787628115877,0.10720657467850958,21.45280963739473,0.47908706422050845,80.37368845843422,1013,6465,6365,2021-02-19,2026-03-03
