Strategy,FinalNAV,CAGR,MDD,Sharpe,AvgTurnover
Daily Top20,0.975129862500017,-0.024620529547973335,-0.02504765066517667,-1.386607702548688,0.004489795918367347
Weekly Top20,0.9820128553093195,-0.017805985734247187,-0.017987144690680523,-1.016261227955073,0.02
Weekly Buffer 20/25,0.9820128553093195,-0.017805985734247187,-0.017987144690680523,-1.016261227955073,0.02
