Variant,CAGR,MDD,Sharpe,AnnualTurnover,CAGRDeltaVsStrongest,SharpeDeltaVsStrongest,MDDDeltaVsStrongest,PositiveCAGRWindows,NegativeCAGRWindows,AvgWalkforwardCAGRDelta,AvgWalkforwardSharpeDelta,Cost75BpsCAGRDelta,Cost75BpsSharpeDelta,AvgMonthlyDelta,ResidualExTop3,ResidualPositiveMonths,ResidualNegativeMonths,Top1PositiveSymbolShare,Top3PositiveSymbolShare,TopSymbol,Top3Symbols
rule_sector_cap2_breadth_it_us5_top2_convex_ranked_tail_count6_pen35_floor20_bonus18_pow05_risk_on,0.6315699672750634,-0.29270595691257784,1.6892405803253625,15.318780992807628,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,003230,"003230,0000J0,069500"
hybrid_top2_plus_third00125,0.6311748433333231,-0.29265975853144643,1.6895174723235469,15.322231008032567,-0.0003951239417403496,0.0002768919981843698,4.619838113140151e-05,2,2,-0.00025343567600982775,0.00043132594500072674,-0.0003928143134441786,4.022346153265133e-05,-3.25141346940365e-05,-3.513170694249625e-06,30,31,0.19722588482335504,0.39004288187408925,058610,"058610,LLY,053610"
bonus_schedule_first55_second45,0.6358228152507408,-0.2933197810674749,1.6901564146347243,15.343567878053534,0.004252847975677376,0.0009158343093618182,-0.0006138241548970802,2,2,0.00293874211987194,-0.0016159768871600033,0.003721188663082353,0.0015781697423495888,0.0003251203808845143,5.6566247082771744e-05,26,35,0.26936865046281905,0.5767563157678837,PLTR,"PLTR,TSLA,174900"
bonus_recipient_top1_third_80_20,0.6481559332766973,-0.294002723333624,1.6955778341115135,15.84160066493878,0.016585966001633867,0.00633725378615102,-0.0012967664210461471,3,1,0.011722607399170859,-0.007377597544051845,0.010938198349576655,0.00016916316364401496,0.0012511777233252346,0.00025652515614184323,31,30,0.1929435408261184,0.45366018663891666,PLTR,"PLTR,TSLA,174900"
tail_skip_entry_flowweakest_new_bottom4_top25_mid75,0.6246964765629663,-0.2876517035793229,1.643942134880853,14.904007470510411,-0.006873490712097086,-0.04529844544450956,0.005054253333254932,2,2,0.0067016881607083745,-0.018197638133787192,-0.003063645153070338,-0.03258861506737065,-0.00021638571776650396,-0.00023630122584318753,21,13,0.22689477540401112,0.5048809972435254,MU,"MU,BLK,LRCX"
top2_split_49_51,0.6284061299259656,-0.2924632996765758,1.6887945556724548,15.352319326814664,-0.0031638373490978644,-0.0004460246529076617,0.0002426572360020307,1,3,-0.0027930376116027666,0.001832913467959496,-0.0032003504494633184,-0.001978465797431328,-0.00024323232324810555,2.4290124064838518e-05,33,28,0.24375606917022602,0.4559042771947613,LRCX,"LRCX,0000J0,GEV"
alt_family_top3_flat_bonus18,0.46124008934410266,-0.29270595691257784,1.610539041922091,15.142669789227163,-0.17032987793096077,-0.07870153840327143,0.0,0,3,-0.16618775681778974,-0.05630219441554768,-0.15657241819435663,-0.13505392402378913,-0.013188937786541071,0.0002883216928687179,14,10,0.11556992771858277,0.2914215803985063,LLY,"LLY,ISRG,360750"
