SignalDate,NextDate,NetReturn_baseline,NetReturn_candidate,NetReturnDelta,TurnoverDelta
2020-01-31,2020-02-28,-0.07889827353578814,-0.07889827353578814,0.0,0.0
2020-05-29,2020-06-30,0.08323085618609587,0.08323085618609587,0.0,0.0
2020-06-30,2020-07-31,0.03832837324488389,0.03832837324488389,0.0,0.0
2020-07-31,2020-08-31,0.2176242579248202,0.2176242579248202,0.0,0.0
2020-08-31,2020-10-30,-0.054366707207431926,-0.054366707207431926,0.0,0.0
