WindowStart,WindowEnd,Months,CAGR,MDD,Sharpe,FinalNAV
2020-01-31,2022-07-29,24,0.2083120239825782,-0.21972396938861616,0.8429968196994571,1.579227876101664
2021-04-30,2023-08-31,24,0.08523444137272285,-0.32086999837374885,0.4542669769981019,1.1940665091803937
2022-07-29,2024-11-29,24,0.32051275956149894,-0.09887775422705658,1.3072755413985868,1.8681092120973377
2023-08-31,2026-01-30,24,0.4773489571697678,-0.07131597330041661,2.011595666461996,2.406711072477229
