Variant,CAGR,MDD,Sharpe,FinalNAV,AnnualTurnover,Months
equal_weight_no_mad,0.3596195551276089,-0.311038105236789,1.5358521841372141,6.314250037252598,15.149882903981265,61
equal_weight_no_mad_min4,0.33670920492365486,-0.32086999837374874,1.3055909048150462,5.7022873325405925,15.85480093676815,61
default,0.30187329479274116,-0.3015233654473528,1.438658443555701,4.866934199527424,15.357594134134363,61
no_sector_filter,0.2703609056248073,-0.30254961018751503,0.9532523298847234,4.20165561336919,17.19970505593441,61
rule_kr_unknown_off,0.2703609056248073,-0.30254961018751503,0.9532523298847234,4.20165561336919,17.19970505593441,61
no_flow_filter,0.2663568992530032,-0.3244810957036851,1.0336070557548371,4.12283859636622,14.185939635809905,61
rule_us_flow_cap,0.19404468033638622,-0.2934602703803615,0.8260471257143682,2.8974638963753003,17.9601562873279,61
rule_combo_generalized,0.19404468033638622,-0.2934602703803615,0.8260471257143682,2.8974638963753003,17.9601562873279,61
