OneWayCostBps,CAGR,MDD,Sharpe,FinalNAV
0.0,0.35425790872398233,-0.3111600158024129,1.3577348718013735,6.16634747462695
5.0,0.3454581899864191,-0.31603025037821175,1.3316778529412412,5.929865271270389
10.0,0.33670920492365486,-0.32086999837374874,1.3055909048150462,5.7022873325405925
15.0,0.3280106975250563,-0.3256794261112682,1.2794746897632587,5.483284587483796
25.0,0.3107640972307353,-0.3352079822308819,1.2271571267702455,5.069747632619341
35.0,0.2937163631733257,-0.34461723387544363,1.1747305356584967,4.6868529527193115
