SignalDate,Ticker,R1M,R3M,R6M,R12M,Rank3M
2016-07-29,EEM,0.05384143246210327,0.06119522307350023,0.19380150168913168,-0.0015294902580739178,3
2016-07-29,SPY,0.03647130771061291,0.057767252569965954,0.132432344783189,0.05381313266430743,4
2016-07-29,GLD,0.01984656031160892,0.04310549240506578,0.2059840991856985,0.22920037503494584,5
2016-07-29,LQD,0.012915548241059449,0.03890704763633934,0.1046906658816873,0.10254240303364126,6
2016-07-29,HYG,0.013131375023071934,0.03305244620019465,0.10879606537062703,0.028218218411877105,7
2016-07-29,IEF,0.002464963396128228,0.032392012586295094,0.04540545645241956,0.08159895910708981,8
2016-07-29,EFA,0.03977051173116375,0.01374602948989656,0.06764928803403003,-0.07759492931459355,9
2016-07-29,PDBC,-0.06894618820641663,-0.020059010076629802,0.12002701868833476,-0.10021658198980865,10
2016-08-31,EEM,0.008837383697560375,0.11162503739183327,0.21428164760466495,0.10492808854264335,1
2016-08-31,TLT,-0.010134618561221442,0.08075979362119634,0.08043125791156536,0.1801917080198927,2
2016-08-31,GLD,-0.03256316550912575,0.0751335637095869,0.05175319808863854,0.14666420813481906,3
2016-08-31,VNQ,-0.0376420824210596,0.0729023440648493,0.18334731361409684,0.255741296881264,4
2016-08-31,HYG,0.01967572828828712,0.05158949614120445,0.11393868010135577,0.0646665857447557,5
2016-08-31,LQD,0.0018032599527741944,0.04614185661871151,0.09516503062140647,0.11374693353839738,6
2016-08-31,SPY,0.001197350719579049,0.0413196600538448,0.13472569656012356,0.12355601541383066,7
2016-08-31,IEF,-0.010113764394028335,0.022965345585828967,0.019679919609505214,0.06981386979885262,8
2016-08-31,EFA,0.005341415082776191,0.020033646633490276,0.11037790737838193,0.001710277339487476,9
2016-08-31,PDBC,0.009632753951379192,-0.018724405139960654,0.13234290841796925,-0.0724556158704579,10
2016-09-30,EEM,0.025184828583570074,0.08993000076112279,0.10202183359211503,0.16938537496486816,1
2016-09-30,EFA,0.013367573224794205,0.05929780751936553,0.05573136239230858,0.0620303295008362,2
2016-09-30,HYG,0.01078439979992174,0.0442064637552233,0.09798562973092406,0.10931528463434459,3
2016-09-30,SPY,5.794658032143296e-05,0.03777245925745221,0.06326947671890926,0.15304215497910478,4
2016-09-30,LQD,-0.003156393698646731,0.011539172719967183,0.053624198039055715,0.09717683447301728,5
2016-09-30,TLT,-0.015084234309499345,-0.004567703245179744,0.06512777212587761,0.13996739055821172,6
2016-09-30,IEF,0.002373563596362649,-0.005318381549250684,0.022776955765489104,0.05568205370147572,7
2016-09-30,GLD,0.006892135107908315,-0.006562835637253239,0.06800408059764029,0.17574395163794954,8
2016-09-30,VNQ,-0.018325240318409874,-0.015003753410830045,0.05160730815141412,0.19613143551425072,9
2016-09-30,PDBC,0.03995206333913459,-0.022421740494940834,0.1317326111977597,-0.003997926625554982,10
2016-10-31,PDBC,-0.0017200118873527126,0.04816370538016912,0.027138579051990463,-0.013597588585402276,1
2016-10-31,EEM,-0.008277868090816098,0.025683438409951798,0.08845036522624361,0.09019614179483693,2
2016-10-31,HYG,-0.009830012423980072,0.020540797307519343,0.054272167105629876,0.0640350536440919,3
2016-10-31,EFA,-0.022154571493449016,-0.0037902529230013915,0.00990367563844119,-0.02590532650330246,4
2016-10-31,SPY,-0.017336694423799037,-0.016103091650079282,0.0407339295573792,0.044230244192828394,5
2016-10-31,LQD,-0.015285712614914626,-0.016623767542376378,0.021636498378296176,0.07424418300238478,6
2016-10-31,IEF,-0.014946337698834689,-0.022594497707763783,0.009065633624400382,0.04656911948606468,7
2016-10-31,GLD,-0.0294491958469959,-0.05458205550730755,-0.013829349481364828,0.11564500491059371,8
2016-10-31,TLT,-0.04380634729449384,-0.0677742781829983,0.026025164138171464,0.09450443555729482,9
2016-10-31,VNQ,-0.05741318346817392,-0.10951704745833779,0.015093851550810555,0.06606769202099527,10
2016-11-30,PDBC,0.014359541173726287,0.05307088255932535,0.033352756713188825,0.06391942886801538,1
2016-11-30,SPY,0.03683804128855561,0.018921736608873863,0.06102323638702578,0.0787542040574587,2
2016-11-30,HYG,0.0001867099806507344,0.0010352449729511548,0.05267814888069289,0.09147661500037652,3
2016-11-30,EFA,-0.01781371356757544,-0.02673506004049475,-0.007237014152580934,-0.03600132419293278,4
2016-11-30,EEM,-0.044157109892235424,-0.028195982872746383,0.08028167687661703,0.06903492941041223,5
2016-11-30,LQD,-0.03167494621191558,-0.04948618031714036,-0.005627707935229931,0.04182310258814059,6
2016-11-30,IEF,-0.04227266179237266,-0.054347927682018904,-0.03263070103728116,0.006633135721636041,7
2016-11-30,VNQ,-0.016756616832233284,-0.09019144029802695,-0.02386426364548866,0.0548053268120936,8
2016-11-30,GLD,-0.0835657063915729,-0.1044237771018377,-0.037135943901927315,0.09644821436083828,9
2016-11-30,TLT,-0.08213774367579085,-0.13558467598218715,-0.06577467281150895,0.01339706433049459,10
2016-12-30,PDBC,0.04323074132228144,0.056390920510165365,0.03270479742927468,0.18023425632235046,1
2016-12-30,SPY,0.02027211199340595,0.03951719569924861,0.07878231662121937,0.11997914454929526,2
2016-12-30,HYG,0.018388670341308977,0.00856617127706194,0.05315131517236571,0.13414352602367186,3
2016-12-30,EFA,0.027062566503794683,-0.01358202735659253,0.04491039571885902,0.013725810989990261,4
2016-12-30,VNQ,0.048171121327934996,-0.028563127643329134,-0.043138326930356574,0.08573687756566883,5
2016-12-30,LQD,0.008391620971774705,-0.03847487677388639,-0.027379672302392466,0.06204730301613792,6
2016-12-30,EEM,-0.002526543984498142,-0.054464439477753035,0.030567574199681147,0.10868404577437918,7
2016-12-30,IEF,-0.001184991686728032,-0.05770511436383763,-0.06271659809755825,0.010015743555677581,8
2016-12-30,TLT,-0.0046252651231522,-0.12640531917519138,-0.1303956404337666,0.011716797294746506,9
2016-12-30,GLD,-0.019149882681417818,-0.12758674671418058,-0.13331225150325676,0.08032723831481059,10
2017-01-31,SPY,0.017894286257346348,0.07678653305170435,0.05944694082240143,0.19975198336888877,1
2017-01-31,PDBC,-0.004629619418887176,0.053311941651366324,0.10404334768247647,0.23655837920749256,2
2017-01-31,EFA,0.032911740585651605,0.041967038312176186,0.03801771969954215,0.10823887940392374,3
2017-01-31,VNQ,-0.0019384883421704746,0.02860949919907596,-0.0840407761408063,0.12219791264778346,4
2017-01-31,HYG,0.009127797861214093,0.027876195187140462,0.048989591769703855,0.16311553196898787,5
2017-01-31,EEM,0.06655211511730208,0.016880555092800398,0.04299754419980384,0.2451320345238024,6
2017-01-31,LQD,0.0014502603323616192,-0.022133021418896948,-0.03838885475819509,0.0622828563564215,7
2017-01-31,IEF,0.0021945835931689306,-0.04130823865372135,-0.06296939745791186,-0.020423095239602618,8
2017-01-31,GLD,0.05419215772584596,-0.052402815005017866,-0.10412461715498234,0.08041146656299136,9
2017-01-31,TLT,0.008141933226139653,-0.07894449216340893,-0.14136836437350886,-0.033888226128354626,10
2017-02-28,VNQ,0.03508569401403849,0.08284377558454725,-0.014819464153176476,0.16581074051923506,1
2017-02-28,EEM,0.017407954885728882,0.08237700633352918,0.05185832280109448,0.2772522572575926,2
2017-02-28,SPY,0.039291476910789935,0.07933449747095711,0.09975738054497385,0.2479229596860324,3
2017-02-28,EFA,0.011906681769737304,0.07349636501410961,0.04479637524220448,0.1601188127779578,4
2017-02-28,GLD,0.03184768678480632,0.06693515308217979,-0.044478245525388815,0.004973061111939181,5
2017-02-28,HYG,0.015317515294026585,0.0434258865002064,0.0445060879038528,0.1635157329174486,6
2017-02-28,PDBC,-0.0017442842242162415,0.036589713576009375,0.09160244452740662,0.2360682868723285,7
2017-02-28,LQD,0.01321068237618106,0.023194912457697114,-0.027439095479765085,0.06511469278008586,8
2017-02-28,TLT,0.01584648655542753,0.01938062613594771,-0.11883176576121379,-0.0479582962496754,9
2017-02-28,IEF,0.007235647484439278,0.008249925061945218,-0.046546368950722394,-0.027782478140281897,10
2017-03-31,EEM,0.036851545781488415,0.125106904216024,0.06382858732534835,0.1723623304319899,1
2017-03-31,GLD,-0.00427746474772539,0.0831128597721329,-0.055077986330485884,0.009180566445580185,2
2017-03-31,EFA,0.032317013966596475,0.07898836758088246,0.0643335180549538,0.12365027505595516,3
2017-03-31,SPY,0.0012502929731874612,0.05921152710665134,0.10106859631022491,0.17073263023039686,4
2017-03-31,HYG,-0.001433421038389393,0.023116466459998986,0.03188065734807788,0.13299013336548926,5
2017-03-31,TLT,-0.006551168964049392,0.017408274423148518,-0.11119754323679021,-0.05331181936779561,6
2017-03-31,LQD,-0.0029516161385917394,0.011685155473656117,-0.027239306217162973,0.024924205870856975,7
2017-03-31,IEF,0.0008057209125704734,0.010259442152053877,-0.048037694494477146,-0.026354891171564865,8
2017-03-31,VNQ,-0.024237075897187488,0.008040373667512979,-0.020752412195181313,0.02978391982519102,9
2017-03-31,PDBC,-0.031450166456247874,-0.03761578836848034,0.016653943209870903,0.15058042183340614,10
2017-04-28,EEM,0.017009388821151328,0.07284423217270497,0.09095443833988925,0.1874497568562441,1
2017-04-28,EFA,0.024241325450856,0.06993117837008178,0.11483302112413085,0.12587396575636767,2
2017-04-28,SPY,0.00992610694216145,0.050919912255634525,0.13161640883274583,0.1777115919161134,3
2017-04-28,GLD,0.01726748147982482,0.04517519215443411,-0.009594930087868714,-0.023291587927799062,4
2017-04-28,TLT,0.015731474903741605,0.025067575407843767,-0.055855863765905345,-0.03128435765032089,5
2017-04-28,LQD,0.01188826142169841,0.022229833700006862,-0.0003952011043107939,0.021232746505932987,6
2017-04-28,HYG,0.008157172384302136,0.0221323860389675,0.05062554793928742,0.1076452732424924,7
2017-04-28,IEF,0.011088020282727262,0.019224446090306158,-0.02287792057049931,-0.014019689792079126,8
2017-04-28,VNQ,0.0024217593161917073,0.012444216143632003,0.04140973813450244,0.05712862212547298,9
2017-04-28,PDBC,-0.025255718865115795,-0.05755834728107645,-0.007314952881507963,0.01962510874344625,10
2017-05-31,EFA,0.03542336400796797,0.09479634824375038,0.1752599002703874,0.16675452773916977,1
2017-05-31,EEM,0.028457439024063058,0.08449577791634622,0.17383329348244692,0.2680705986568199,2
2017-05-31,TLT,0.018878732202705972,0.028127345495976064,0.04805309719917794,-0.020882252358186526,3
2017-05-31,SPY,0.014112803535255791,0.025459519476140224,0.10681383513058895,0.1743551974281934,4
2017-05-31,LQD,0.01333160474509798,0.02235183246612582,0.046065193721143816,0.04017824432967165,5
2017-05-31,IEF,0.008267686473645286,0.020268769104234474,0.028685909992387515,-0.004880832397837542,6
2017-05-31,HYG,0.010314187387101326,0.017095475501518687,0.06126374818052094,0.11716915790885651,7
2017-05-31,GLD,-0.0012419798017190287,0.011658134282587218,0.07937362636762457,0.039290067929616646,8
2017-05-31,VNQ,-0.007246938888581189,-0.028962432198865296,0.05148198615221666,0.026389142816197975,9
2017-05-31,PDBC,-0.01727306801410511,-0.07221889209777632,-0.03827164709840125,-0.006195355319898566,10
2017-06-30,EFA,0.00296015399297489,0.06366271132777102,0.14767969255220703,0.19922244170322512,1
2017-06-30,EEM,0.009266275480868558,0.05564294040511397,0.18771116063669857,0.22401660966725023,2
2017-06-30,TLT,0.007919253155580064,0.04310288949711705,0.06126151084906217,-0.07712236352580815,3
2017-06-30,SPY,0.006374814022068964,0.030707946297296784,0.09173773779852001,0.177747365925097,4
2017-06-30,LQD,0.004802948230944182,0.030303194929066857,0.04234244794681752,0.013803453295160084,5
2017-06-30,HYG,0.001325720789168594,0.019905814569740166,0.04348243312459954,0.09894489680443219,6
2017-06-30,VNQ,0.022326312758988553,0.017375462542160935,0.02555554142115879,-0.018685208809905984,7
2017-06-30,IEF,-0.005095278021648886,0.014253011207075783,0.024658681303101337,-0.03960442539935927,8
2017-06-30,GLD,-0.02155534773928125,-0.005896264912728544,0.07672653942053342,-0.06681429980292797,9
2017-06-30,PDBC,-0.009416348095878435,-0.05111253318704878,-0.08680568332418814,-0.05693984818374076,10
2017-07-31,EEM,0.058226764763937844,0.09842605766469092,0.1784400604337666,0.22911008901908714,1
2017-07-31,EFA,0.026533908497551106,0.0660435321741848,0.14059321257292967,0.18395596561972782,2
2017-07-31,SPY,0.020554698696374274,0.04155524879172012,0.09459115066959001,0.15966124602816967,3
2017-07-31,VNQ,0.012374959775937944,0.027477140630649988,0.04026328825129877,-0.04716124588412762,4
2017-07-31,LQD,0.007654138864860771,0.02599201733728229,0.04879964926022473,0.00853743185432787,5
2017-07-31,HYG,0.010191520012159172,0.021963869634309408,0.04458236851493291,0.09575603231830976,6
2017-07-31,TLT,-0.006583319021374101,0.020186767867601985,0.045760376601207575,-0.10207705736552974,7
2017-07-31,PDBC,0.04119156652817124,0.01357212055621182,-0.04476741555317976,0.05461818034805144,8
2017-07-31,IEF,0.0037482517728100184,0.006890267149773255,0.026247174809447937,-0.03837499143118728,9
2017-07-31,GLD,0.02313170169958645,-0.00016557624925261916,0.04500213596630531,-0.06380831136732501,10
2017-08-31,EEM,0.02351615893925829,0.09314860952009907,0.1855150516596722,0.2469938738941957,1
2017-08-31,GLD,0.04198757511241591,0.04311056897558818,0.05527129206029158,0.00833467643613961,2
2017-08-31,TLT,0.03408691656079621,0.03541447648006146,0.06453793719155132,-0.0619629856047208,3
2017-08-31,PDBC,0.003042977896626553,0.034525833194824385,-0.0401864763250348,0.04773478873405579,4
2017-08-31,VNQ,-0.0026109618920172606,0.032275272789644704,0.0023780701909092983,-0.012476635688214999,5
2017-08-31,SPY,0.0029174700773573203,0.030056963507875567,0.05628171883183808,0.16165361622004504,6
2017-08-31,EFA,-0.0004483102665105987,0.029111038975902392,0.12666700740814996,0.1771376054450171,7
2017-08-31,LQD,0.0067724720303545816,0.01935093580536318,0.0421352971466733,0.013540047225432339,8
2017-08-31,IEF,0.014575340797877923,0.013189304432052573,0.03372540450246575,-0.01439075956924074,9
2017-08-31,HYG,0.0006546228419828104,0.012192923046850268,0.029496842365608122,0.07531571932867087,10
2017-09-29,EEM,-0.00044632142154044097,0.0826287773839871,0.14286942592482554,0.21581716687893904,1
2017-09-29,PDBC,0.022451609008345974,0.06780744935322991,0.013229105660785168,0.030103365645048008,2
2017-09-29,EFA,0.02361731515093335,0.050306808814739146,0.11717218798990414,0.18904380511644492,3
2017-09-29,SPY,0.020149482948453645,0.044155779823569885,0.07621965943640396,0.18499166973710945,4
2017-09-29,GLD,-0.03369891808976033,0.030164423735368873,0.02409030138935675,-0.03231453023174935,5
2017-09-29,HYG,0.006007259128949505,0.01692526925360105,0.03716799509464641,0.07023359255865169,6
2017-09-29,LQD,-0.0004952224918263193,0.013976055791504738,0.04470276986356092,0.016245791209329008,7
2017-09-29,VNQ,-0.0011407234562980095,0.008579862715219377,0.02610440434060557,0.004810262786438146,8
2017-09-29,IEF,-0.014415609719089839,0.0036976815851645917,0.01800339588931399,-0.030899140236756995,9
2017-09-29,TLT,-0.02322915128615699,0.0034163687177006796,0.046666513578138114,-0.0697202313199673,10
2017-10-31,PDBC,0.036201717185244675,0.062690044957328,0.07711300236137486,0.06923397150104194,1
2017-10-31,EEM,0.03280510787319901,0.05662091381909673,0.16061994481237352,0.2661834800188565,2
2017-10-31,SPY,0.023564054995002026,0.04723472970913156,0.09075282944552421,0.23431379978130074,3
2017-10-31,EFA,0.016793120824945662,0.040340439919307025,0.1090481972352233,0.23640355229601484,4
2017-10-31,TLT,-0.00038580742164640025,0.009676264191127215,0.030058364557781214,-0.02747643512388953,5
2017-10-31,LQD,0.001927226751649913,0.008213213629252536,0.034418708957581146,0.03400990554148131,6
2017-10-31,HYG,0.0008486845761359607,0.007520156210031326,0.029649197574967534,0.08177575238744783,7
2017-10-31,GLD,-0.007484813689786485,-0.000662541043931042,-0.0008280075921226482,-0.01041499300503268,8
2017-10-31,IEF,-0.0018895705972248322,-0.0019398567437923786,0.004937044274783808,-0.018053825602486917,9
2017-10-31,VNQ,-0.01071105142378237,-0.014419605793572265,0.012661325300849402,0.054595365600495604,10
2017-11-30,SPY,0.03056546455001352,0.07610444320244447,0.10844887518244306,0.2268465505868673,1
2017-11-30,PDBC,0.009736477169293156,0.06978158061406314,0.10671668102123966,0.06436081076728084,2
2017-11-30,EFA,0.0068937661086110325,0.04798212473107677,0.07848997321017226,0.2675060183575999,3
2017-11-30,EEM,-0.003889432841699181,0.028328911608443752,0.12411631985408733,0.319525161991691,4
2017-11-30,VNQ,0.026642286047571018,0.01448729666327675,0.04723015090471305,0.10114363903177326,5
2017-11-30,HYG,-0.0036778060635646037,0.0031580023279167424,0.015389430654132896,0.07759599303889031,6
2017-11-30,LQD,-0.0012332239762428143,0.00019606107255554228,0.019550790843147592,0.06651659553188272,7
2017-11-30,TLT,0.007431780137359567,-0.01634965116909093,0.018485810974185446,0.0674272086449117,8
2017-11-30,IEF,-0.002792309798981263,-0.019024797748856792,-0.006086417166072278,0.022424898411313343,9
2017-11-30,GLD,0.003563440057185785,-0.03751391855151376,0.003979404050814761,0.08366889014873458,10
2017-12-29,PDBC,0.02968961800311609,0.07735464190586727,0.15040731222236658,0.050545419383761336,1
2017-12-29,SPY,0.012127984556218108,0.06764296750176801,0.11478557530495892,0.21705348211385744,2
2017-12-29,EEM,0.0376157158744963,0.06748668194639884,0.15569180134931893,0.37262805071891636,3
2017-12-29,EFA,0.013488532936335673,0.03761225061007578,0.089811211725348,0.25075419641289565,4
2017-12-29,TLT,0.018126339027874527,0.025297110225390274,0.028799903199113075,0.09182573963045959,5
2017-12-29,GLD,0.021057003170010358,0.01702582384972051,0.04770382175013599,0.12809051033069152,6
2017-12-29,VNQ,-0.0014742698104217578,0.014148531687015353,0.022849786861731003,0.04898926695749961,7
2017-12-29,LQD,0.012204773377041622,0.012904840589695432,0.027061255153262076,0.07054954288778226,8
2017-12-29,HYG,0.0024572332866015234,-0.0003819689793536085,0.01653683534642547,0.06073833030806841,9
2017-12-29,IEF,0.0018473009763890769,-0.0028379422486974892,0.0008492455296744694,0.025528868107640212,10
2018-01-31,EEM,0.08297960490642509,0.11934603754798245,0.1827244330737341,0.39376985238790363,1
2018-01-31,SPY,0.056359444301271155,0.10185066226054085,0.15389628047224502,0.2630446573954748,2
2018-01-31,PDBC,0.03151869967712262,0.07248563757319082,0.13971981040874248,0.08869750004198318,3
2018-01-31,EFA,0.05020614322997763,0.07170941419950072,0.11494264343397154,0.271696011508908,4
2018-01-31,GLD,0.03234937283169237,0.0578437346718208,0.05714286977953553,0.10471655694116433,5
2018-01-31,HYG,0.0004587681529988341,-0.0007714059573560306,0.006742949159374678,0.05162593431860829,6
2018-01-31,LQD,-0.012257584244012132,-0.001435386261847471,0.0067660382333960545,0.05589586778629174,7
2018-01-31,TLT,-0.03255566302678381,-0.007699280015167509,0.00190248390845138,0.047749918889787635,8
2018-01-31,VNQ,-0.042540430323265155,-0.01848067934569364,-0.0326338010283036,0.00631554308545712,9
2018-01-31,IEF,-0.021501900518632655,-0.022431637180259645,-0.02432797976139356,0.0012806543104963986,10
2018-02-28,EEM,-0.058984982990296864,0.05743425006309133,0.08739021146486992,0.28911746271899696,1
2018-02-28,GLD,-0.020759902030566435,0.032204802436164526,-0.006517244450907067,0.04839383108791018,2
2018-02-28,SPY,-0.03636052568673043,0.030295337342877815,0.10870539032543203,0.17110523537107136,3
2018-02-28,PDBC,-0.033333322621457384,0.02673930401670943,0.09838679552957852,0.05424650057529834,4
2018-02-28,EFA,-0.04834792559008583,0.012911710764902384,0.06151336681239239,0.19597208831026802,5
2018-02-28,HYG,-0.008673408921253456,-0.005781581631714494,-0.0026418375520497195,0.02677707894772996,6
2018-02-28,LQD,-0.022371469685236844,-0.022569353338263043,-0.022377717237329953,0.01881468814408427,7
2018-02-28,IEF,-0.009328383297178111,-0.028838987155282214,-0.04731512900622792,-0.015185446368583544,8
2018-02-28,TLT,-0.03041441278639223,-0.04497704435351646,-0.0605913365368107,3.61607829757471e-05,9
2018-02-28,VNQ,-0.0767776652453186,-0.11735511858771308,-0.10456798034237058,-0.10243858014843699,10
2018-03-29,EEM,0.005414379038582995,0.024617865396620697,0.09376592539524053,0.2500316352525942,1
2018-03-29,PDBC,0.0212643662876435,0.018338192719417945,0.09711137895629651,0.11162518131015897,2
2018-03-29,GLD,0.006320007324218668,0.01730690952883296,0.03462739777157431,0.05955188360957764,3
2018-03-29,EFA,-0.008396059673195788,-0.008960426332978222,0.02831480247628848,0.1488046978248414,4
2018-03-29,SPY,-0.02741025649698392,-0.009952601678108963,0.05701714231178867,0.13758262891723416,5
2018-03-29,HYG,-0.0023183795485549608,-0.010517945520418293,-0.010895896970856578,0.025867119478625078,6
2018-03-29,IEF,0.011557550980665132,-0.0194261592523296,-0.02220897118295495,-0.004605412194142011,7
2018-03-29,LQD,0.005567868458050906,-0.02897824849211461,-0.016447367579778494,0.027520159396002386,8
2018-03-29,TLT,0.028596401606386657,-0.035155915357795164,-0.010748148198285512,0.03541678677601756,9
2018-03-29,VNQ,0.038907685804365544,-0.08165956728925727,-0.06866639857758206,-0.04435448967005895,10
2018-04-30,PDBC,0.03714122615448745,0.02388887585610666,0.09810611382663414,0.18278437317518748,1
2018-04-30,HYG,0.004795215815849296,-0.006229075974597764,-0.006995676785638061,0.02244610458614149,2
2018-04-30,IEF,-0.012765056387229246,-0.010670781178028999,-0.03286305526647315,-0.028088257350544543,3
2018-04-30,TLT,-0.0208811181958648,-0.023512748830774366,-0.031030997608767485,-0.0019053740897022609,4
2018-04-30,GLD,-0.009539745360543916,-0.02397183824058091,0.0324852757804559,0.0316303701333549,5
