Date,Strategy,ShadowNAV,Cash,GrossExposure,HoldingsCount,RunId,RunStartedAt
2026-03-27,Weekly ETF RiskBudget,9997.2,5998.320000000009,0.39999999999999913,16,20260325T234856Z_kis_pipeline,2026-03-25T23:48:56.518959+00:00
