Date,Strategy,ShadowNAV,Cash,GrossExposure,HoldingsCount,RunId,RunStartedAt
2026-03-24,Weekly ETF RiskBudget,10000000.0,3.3306690738754684e-09,0.9999999999999996,6,20260328T120000Z_named_flow,2026-03-28T12:00:00+00:00
2026-03-27,Weekly ETF RiskBudget,10058034.082623713,1.116666102099341e-09,0.9999999999999999,6,20260328T120000Z_named_flow,2026-03-28T12:00:00+00:00
