FinalNAV,CAGR,MDD,Sharpe,AvgTurnover,AnnualTurnover,AvgGrossExposure,AvgHoldings,RebalanceCount,BuyTrades,SellTrades,RangeDaysPct,UptrendDaysPct,DowntrendDaysPct,TransitionDaysPct,OscEntryCount,OscExitCount,OscStopCount,RotationSignalAvg,AvgStockSleeve,AvgEtfSleeve,FirstRebalance,LastRebalance
1.062768269855705,0.005435330775891201,-0.04638968535127508,0.36162809486277797,0.0027046194127174046,0.6299969822367147,0.3946483180428134,16.853097345132742,2616,18,0,0.0,0.0,0.0,1.0,0,0,0,1.0,0.0,1.0,2015-01-02,2026-03-26
