RunId,RunStartedAt,Strategy,AsOfDate,HealthStatus,Recommendation,RecommendedStrategy,RecommendedStrategyMatch,PortfolioRowCount,HoldingsCount,WeightSum,TurnoverEstimate,MaterialChange,MissingPriceCount,DiffBuyCount,DiffExitCount,DiffIncreaseCount,DiffDecreaseCount,DiffHoldCount,ShadowNAV,Cash,GrossExposure,DailyCheckStatus,DailyCheckComment
20260325T234856Z_kis_pipeline,2026-03-25T23:48:56.518959+00:00,Weekly ETF RiskBudget,2026-03-27,OK,READY_FOR_DAILY_SHADOW_CHECK,Weekly ETF RiskBudget,1,16,16,0.39999999999999913,0.39999999999999913,1,0,16,0,0,0,0,9997.2,5998.320000000009,0.3999999999999991,REVIEW,review_shadow_changes
