TradeDate,AsOfDate,Strategy,PlannedCapitalUSD,PlannedInvestedUSD,ResidualCashUSD,GrossExposureTarget,HoldingsCount
2026-03-30,2026-03-27,Weekly ETF RiskBudget,2000.0,346.64,1653.36,0.39999999999999913,2
