TradeDate,AsOfDate,Strategy,OrderMode,PlannedCapitalKRW,PlannedInvestedKRW,ResidualCashKRW,HoldingsCount
2026-04-03,2026-04-03,Weekly ETF RiskBudget,INITIAL,3000000.0,2912410.0,87590.0,6
