Decision,DecisionDate,PortfolioAsOfDate,OrderSheetTradeDate,HealthStatus,DailyCheckStatus,SourceFresh,ReadinessFresh,PortfolioFile,OrderSheetFile,RunbookVersion,MismatchSummary,BlockingReason
GO,2026-04-03,2026-04-03,2026-04-03,OK,GO,1,1,backtests/kis_shadow_portfolio.csv,D:\AI\모멘텀 투자\backtests\etf_riskbudget_micro_live_initial_sheet_3000000krw.csv,unknown,,
