TradeDate,AsOfDate,Strategy,PlannedCapitalKRW,PlannedInvestedKRW,ResidualCashKRW,HoldingsCount
2026-03-30,2026-03-27,Weekly ETF RiskBudget,3000000,2888325.0,111675.0,6
