Variant,CAGR,MDD,Sharpe,FinalNAV,AnnualTurnover
rule_sector_cap2_breadth_it_us5_top2_convex_ranked_tail_risk_on,0.5127370954818276,-0.29270595691257784,1.6690795735468824,11.976630699978612,14.957564402810306
rule_sector_cap2_breadth_it_us5_top2_convex_ranked_tail_count4_floor35,0.5391428030467884,-0.29270595691257784,1.6828884517099338,13.286699863329497,15.024824355971894
