WindowStart,WindowEnd,Months,CandidateCAGR,CandidateMDD,CandidateSharpe,FinalNAV_x,BaselineCAGR,BaselineMDD,BaselineSharpe,FinalNAV_y,CAGRDelta,SharpeDelta,MDDDelta
2020-01-31,2022-07-29,24,0.2790241128714861,-0.20420094175259795,1.0702375098505261,1.8117117224794854,0.2790241128714861,-0.20420094175259795,1.0702375098505261,1.8117117224794854,0.0,0.0,0.0
2021-04-30,2023-08-31,24,0.18606541605968974,-0.29270595691257795,0.8106762984694149,1.4477565462751016,0.17959038518311798,-0.29270595691257795,0.8016237159316305,1.430673046704217,0.006475030876571752,0.009052582537784404,0.0
2022-07-29,2024-11-29,24,0.5469312586757948,-0.14334465066501734,1.8427110171780186,2.666172873225457,0.5103649698636281,-0.1341314157789193,1.829874381194923,2.5265966533446504,0.036566288812166725,0.01283663598309559,-0.009213234886098043
2023-08-31,2026-01-30,24,0.8889665466962129,-0.042892125831134,2.219173680593858,4.1845272366857635,0.8190609096097508,-0.050654385343330666,2.206356137321797,3.844055812642792,0.06990563708646214,0.01281754327206075,0.0077622595121966675
