FinalNAV,CAGR,MDD,Sharpe,AnnualTurnover,AvgGrossExposure,AvgHoldings,UniverseSize,FirstDate,LastDate
6.452582525775735,0.1805930989755733,-0.3202164983680431,0.9870802831743235,4.406654867256638,0.8973451327433628,17.850265486725664,101,2015-01-02,2026-03-27
