FinalNAV,CAGR,MDD,Sharpe,AnnualTurnover,AvgGrossExposure,AvgHoldings,FirstDate,LastDate
1.8617434112239801,0.05687218904343028,-0.25748410187414783,0.45415352087895666,1.872611464968153,0.7254069355980184,2.052016985138004,2014-12-31,2026-03-27
