RunId,RunStartedAt,Strategy,AsOfDate,HealthStatus,Recommendation,RecommendedStrategy,RecommendedStrategyMatch,PortfolioRowCount,HoldingsCount,WeightSum,TurnoverEstimate,MaterialChange,MissingPriceCount,DiffBuyCount,DiffExitCount,DiffIncreaseCount,DiffDecreaseCount,DiffHoldCount,ShadowNAV,Cash,GrossExposure,DailyCheckStatus,DailyCheckComment
20260326T014328Z_kis_pipeline,2026-03-26T01:43:28.496380+00:00,ScoreN70_P1.0_ROE0.6,2026-03-24,OK,READY_FOR_DAILY_SHADOW_CHECK,ScoreN70_P1.0_ROE0.6,1,34,34,0.9999999999999984,0.999999999999998,1,0,34,0,0,0,0,9975000.0,1.6611712005953905e-08,0.9999999999999984,REVIEW,review_shadow_changes
