Date,Strategy,ShadowNAV,Cash,GrossExposure,HoldingsCount,RunId,RunStartedAt
2026-03-24,ScoreN70_P1.0_ROE0.6,9975000.0,1.6611712005953905e-08,0.9999999999999984,34,20260326T014328Z_kis_pipeline,2026-03-26T01:43:28.496380+00:00
