Strategy,CAGR,MDD,Sharpe,AnnualTurnover,AvgStockSleeve,AvgEtfSleeve,RotationSignalAvg,FinalNAV,RunId,RunStartedAt
Weekly Score50 Rotation,0.1092575890304612,-0.1235886114955545,1.0745190467872758,9.54777979618998,0.2378240017796747,0.7621759982203252,-0.0527563725347375,2.3177556996711526,20260326T014328Z_kis_pipeline,2026-03-26T01:43:28.496380+00:00
Weekly Score50 Rotation StockOnly,0.107389822951134,-0.1569145719489174,0.9216809506500612,12.51528929726872,0.4465317919075144,0.5534682080924855,-1.0,2.286306573295,20260326T014328Z_kis_pipeline,2026-03-26T01:43:28.496380+00:00
Weekly Score50 Rotation ETFOnly,0.0669236311561831,-0.0841759752766032,1.0160520610680013,2.46491214571275,0.0,1.0,1.0,1.6907159312664717,20260326T014328Z_kis_pipeline,2026-03-26T01:43:28.496380+00:00
