event_count,trade_count,cagr,max_drawdown,annualized_volatility,sharpe,final_nav,start_date,end_date,event_summary_rows
2,10,0.08595606502076714,-0.11637185630368907,0.11717144969587942,0.7849711189788003,1.2244741019614078,2023-10-19,2026-04-03,2
