AsOfDate,Market,AssetType,Symbol,Name,Sector,CurrentPrice,MedianDailyValue60D,AvgDailyValue20D,RelVolume20D60D,R1M,R3M,R6M,R12M,MA50,MA200,TrendOK,MAD63,DistanceTo52WHigh,FlowScore,FlowAcceleration,MomentumScore,KRPriceSource,KRFlowSource,KRUniverseSource,CountryLabel,CountryAligned,SectorAligned,LiquidityOK,FlowAligned,StructureOK,WatchGrade,InitialPositionCap,Theme,TrendState,TenbaggerScore
2026-04-10,KR,STOCK,327260,RF머트리얼즈,Information Technology,92700.0,13851415200.0,28453778900.0,1.0825568662797103,0.43944099378881996,2.7303822937625752,4.8192090395480225,14.424292845257904,54166.0,24175.65,1,0.047150105784057206,0.0,-0.02096550493216445,-0.54,1.309406041950631,D:\AI\모멘텀 투자\data\prices_operating_institutional_v1,D:\AI\모멘텀 투자\data\flows_operating_institutional_v1,D:\AI\모멘텀 투자\backtests\kis_operating_universe_candidates_institutional_v1.csv,Korea,1,1,1,1,1,Starter,0.04,Information Technology,LONG_UPTREND,6.744464363884206
2026-04-10,KR,STOCK,319400,현대무벡스,Industrials,30250.0,70482709850.0,32976064422.5,0.3147183655055972,-0.060559006211180155,0.2551867219917012,2.259698275862069,7.923303834808259,29911.0,15396.65,1,0.03658536585365857,-0.34735706580366776,0.031066396218161384,0.6200000000000001,0.5817536162688868,D:\AI\모멘텀 투자\data\prices_operating_institutional_v1,D:\AI\모멘텀 투자\data\flows_operating_institutional_v1,D:\AI\모멘텀 투자\backtests\kis_operating_universe_candidates_institutional_v1.csv,Korea,1,1,1,1,1,Starter,0.04,Industrials,LONG_UPTREND,3.465918452993178
2026-04-10,KR,STOCK,007810,코리아써키트,Information Technology,80100.0,28132877500.0,38134853905.0,1.0826926468810352,0.5493230174081238,0.6430769230769231,3.6193771626297577,6.17741935483871,62414.0,33487.6,1,0.0385423830870919,-0.046428571428571375,-0.028328175218034834,-1.21,0.6560211750403429,D:\AI\모멘텀 투자\data\prices_operating_institutional_v1,D:\AI\모멘텀 투자\data\flows_operating_institutional_v1,D:\AI\모멘텀 투자\backtests\kis_operating_universe_candidates_institutional_v1.csv,Korea,1,1,1,1,1,Starter,0.04,Information Technology,LONG_UPTREND,3.437033451863414
2026-04-10,KR,STOCK,036170,에이치엠넥스,Information Technology,5160.0,8164957637.5,16320739897.75,1.028213889151132,-0.007692307692307665,5.084905660377358,4.944700460829493,4.572354211663067,3505.42,1589.78,1,0.051519972846263196,-0.21461187214611877,-0.013072928309911613,-0.3599999999999999,0.9804535542890519,D:\AI\모멘텀 투자\data\prices_operating_institutional_v1,D:\AI\모멘텀 투자\data\flows_operating_institutional_v1,D:\AI\모멘텀 투자\backtests\kis_operating_universe_candidates_institutional_v1.csv,Korea,1,1,1,1,1,Starter,0.04,Information Technology,LONG_UPTREND,3.3332402794985785
2026-04-10,KR,STOCK,000650,천일고속,Industrials,221000.0,2710000750.0,737913950.0,0.09557024187232332,-0.08488612836438925,-0.2571428571428571,4.552763819095477,4.717981888745149,253530.0,153781.0,0,0.023239607811360585,-0.5169398907103825,0.016170595139627503,0.16000000000000003,0.5538263601654845,D:\AI\모멘텀 투자\data\prices_operating_institutional_v1,D:\AI\모멘텀 투자\data\flows_operating_institutional_v1,D:\AI\모멘텀 투자\backtests\kis_operating_universe_candidates_institutional_v1.csv,Korea,1,1,1,1,1,Exit Watch,0.0,Industrials,TREND_WEAKENING,3.111522123296012
2026-04-10,KR,STOCK,038500,삼표시멘트,Materials,17100.0,77931427780.0,80599561944.5,0.39430750548118304,-0.1534653465346535,2.6228813559322033,4.327102803738318,4.681063122923588,15262.0,6479.3,1,0.046871491584899116,-0.1534653465346535,0.002055902838981129,0.05999999999999983,0.7476287007947358,D:\AI\모멘텀 투자\data\prices_operating_institutional_v1,D:\AI\모멘텀 투자\data\flows_operating_institutional_v1,D:\AI\모멘텀 투자\backtests\kis_operating_universe_candidates_institutional_v1.csv,Korea,1,0,1,1,1,Starter,0.04,Materials,LONG_UPTREND,3.0623125855796913
2026-04-10,KR,STOCK,084670,동양고속,Industrials,41000.0,3955298450.0,1515207047.5,0.13030828643565542,-0.04205607476635509,-0.33333333333333337,4.067985166872682,4.9077809798270895,47285.0,28491.6,0,0.028609045848822845,-0.6931137724550898,0.0486825676404245,1.0499999999999998,0.523385132768488,D:\AI\모멘텀 투자\data\prices_operating_institutional_v1,D:\AI\모멘텀 투자\data\flows_operating_institutional_v1,D:\AI\모멘텀 투자\backtests\kis_operating_universe_candidates_institutional_v1.csv,Korea,1,1,1,1,1,Exit Watch,0.0,Industrials,TREND_WEAKENING,3.018366779456332
2026-04-10,KR,STOCK,174900,앱클론,Health Care,50300.0,23331249500.0,33502272030.0,1.1614874366977725,-0.36809045226130654,-0.09205776173285196,1.7115902964959568,5.038415366146459,64676.0,34000.85,0,0.039624825108389494,-0.43546576879910215,-0.0023882096393846655,-0.16999999999999993,0.3549811858014905,D:\AI\모멘텀 투자\data\prices_operating_institutional_v1,D:\AI\모멘텀 투자\data\flows_operating_institutional_v1,D:\AI\모멘텀 투자\backtests\kis_operating_universe_candidates_institutional_v1.csv,Korea,1,1,1,1,1,Exit Watch,0.0,Health Care,TREND_WEAKENING,2.3863668659836037
2026-04-10,KR,STOCK,402340,SK스퀘어,Financials,568000.0,319315631500.0,288467341050.0,0.8634127489916489,0.025270758122743597,0.3224679860302677,1.8188585607940446,4.916666666666667,553980.0,321140.0,1,0.03842937174029071,-0.16347569955817376,-0.030393106392000074,-0.490000000000002,0.4076963622512939,D:\AI\모멘텀 투자\data\prices_operating_institutional_v1,D:\AI\모멘텀 투자\data\flows_operating_institutional_v1,D:\AI\모멘텀 투자\backtests\kis_operating_universe_candidates_institutional_v1.csv,Korea,1,0,1,1,1,Starter,0.04,Financials,LONG_UPTREND,2.3323867760011963
2026-04-10,KR,STOCK,058610,에스피지,Industrials,107400.0,65011102100.0,27873584980.0,0.30156296462099996,-0.18140243902439024,0.3425,2.884267631103074,3.64935064935065,127986.0,64275.25,0,0.03611111111111098,-0.3206831119544592,0.11208868809956717,2.9399999999999995,0.4154049828490436,D:\AI\모멘텀 투자\data\prices_operating_institutional_v1,D:\AI\모멘텀 투자\data\flows_operating_institutional_v1,D:\AI\모멘텀 투자\backtests\kis_operating_universe_candidates_institutional_v1.csv,Korea,1,1,1,1,1,Exit Watch,0.0,Industrials,TREND_WEAKENING,2.1988141460668884
2026-04-10,KR,STOCK,049630,재영솔루텍,Information Technology,2930.0,25576465035.0,6175305266.5,0.2637383375745425,-0.04870129870129869,-0.40748230535894847,2.5775335775335777,3.5852895148669797,3606.9,2251.48,0,0.027621543456033737,-0.5930555555555556,0.09755324559729872,2.29,0.33958325622138125,D:\AI\모멘텀 투자\data\prices_operating_institutional_v1,D:\AI\모멘텀 투자\data\flows_operating_institutional_v1,D:\AI\모멘텀 투자\backtests\kis_operating_universe_candidates_institutional_v1.csv,Korea,1,1,1,1,1,Exit Watch,0.0,Information Technology,TREND_WEAKENING,2.061181819815971
2026-04-10,KR,STOCK,041920,메디아나,Health Care,19770.0,7934534900.0,4432455734.0,0.37800559820440316,-0.05406698564593304,0.6585570469798658,2.7801147227533463,3.2516129032258068,21179.0,10352.3,0,0.04621988830540957,-0.3099476439790576,-0.058999835543986516,-1.04,0.41777767860898457,D:\AI\모멘텀 투자\data\prices_operating_institutional_v1,D:\AI\모멘텀 투자\data\flows_operating_institutional_v1,D:\AI\모멘텀 투자\backtests\kis_operating_universe_candidates_institutional_v1.csv,Korea,1,1,1,1,1,Exit Watch,0.0,Health Care,TREND_WEAKENING,2.008955533491766
2026-04-10,KR,STOCK,240810,원익IPS,Information Technology,122100.0,66477926950.0,61498332475.0,0.6759569904566637,-0.011336032388663986,0.5475285171102662,1.597872340425532,3.9533468559837726,117170.0,67183.5,1,0.03547066848567537,-0.11393323657474597,-0.012755624133422216,-0.33999999999999986,0.3580056054949403,D:\AI\모멘텀 투자\data\prices_operating_institutional_v1,D:\AI\모멘텀 투자\data\flows_operating_institutional_v1,D:\AI\모멘텀 투자\backtests\kis_operating_universe_candidates_institutional_v1.csv,Korea,1,1,1,1,1,Starter,0.04,Information Technology,LONG_UPTREND,1.8924069236917425
2026-04-10,KR,STOCK,138360,앤로보틱스,Industrials,2235.0,3970811356.5,5987310786.35,0.8099717691083383,0.33512544802867383,0.4969859343603482,1.891332470892626,2.853448275862069,2216.88,1285.1,1,0.04753452228286548,-0.3144171779141104,-0.07535951693222455,-1.9800000000000004,0.3385525665885102,D:\AI\모멘텀 투자\data\prices_operating_institutional_v1,D:\AI\모멘텀 투자\data\flows_operating_institutional_v1,D:\AI\모멘텀 투자\backtests\kis_operating_universe_candidates_institutional_v1.csv,Korea,1,1,1,1,1,Starter,0.04,Industrials,LONG_UPTREND,1.6208650991905604
2026-03-27,US,STOCK,MU,Micron Technology,Information Technology,357.2200012207031,14053154065.98816,17890183196.96869,1.134900474860696,-0.14038886485859292,0.24656168488276586,1.2801000561873752,2.890054491373826,404.70419921875,238.37795425415038,0,0.030731560884273312,-0.22634441617163925,0.22396230974137574,0.1349004748606959,0.2519829119060223,,,,US,0,0,1,0,1,Exit Watch,0.0,Information Technology,TREND_WEAKENING,1.5133835093367312
