AsOfDate,Market,AssetType,Symbol,Name,Sector,CurrentPrice,MedianDailyValue60D,AvgDailyValue20D,RelVolume20D60D,R1M,R3M,R6M,R12M,MA50,MA200,TrendOK,MAD63,DistanceTo52WHigh,FlowScore,FlowAcceleration,MomentumScore,KRPriceSource,KRFlowSource,KRUniverseSource,CountryLabel,CountryAligned,SectorAligned,LiquidityOK,FlowAligned,StructureOK,WatchGrade,InitialPositionCap,Theme,TrendState,TenbaggerScore
2026-03-27,US,STOCK,LMT,Lockheed Martin,Industrials,615.8400268554688,995598477.1636963,1167331638.2202148,0.9667964936897648,-0.035136134819572895,0.2744943193624194,0.28790902672201857,0.42117566492056047,630.090927734375,505.2274345397949,0,0.014928320276590412,-0.08993643306296095,0.06375507999308601,0.0,0.061482227461382224,,,,US,0,1,1,0,1,Exit Watch,0.0,Industrials,TREND_WEAKENING,0.25276237812733027
2026-03-27,US,STOCK,GOOGL,Alphabet (Class A),Communication Services,274.3399963378906,9953104108.840942,8860444314.393005,0.8709322204891797,-0.10686087619420803,-0.12594122565195587,0.11767244040076741,0.6678253872706597,313.44249084472654,262.43320205688474,0,0.008248782606418592,-0.20121880784552348,-0.0684510668237059,0.0,0.027428066659983447,,,,US,0,0,1,0,1,Exit Watch,0.0,Communication Services,TREND_WEAKENING,0.24529641273482053
2026-03-27,US,STOCK,GOOG,Alphabet (Class C),Communication Services,273.760009765625,6609622513.977051,5997261308.130035,0.91392671095486,-0.10808118751122286,-0.1321542794613273,0.11178005103329824,0.6435708887976666,313.31244201660155,262.9554046630859,0,0.00838409237499127,-0.20570348477522082,-0.07196353299641178,0.0,0.025246417932220003,,,,US,0,0,1,0,1,Exit Watch,0.0,Communication Services,TREND_WEAKENING,0.24066730563460484
2026-03-27,US,STOCK,TGT,Target,Consumer Discretionary,119.83999633789062,679355435.4633331,815339198.7636948,1.0635379575304675,0.0439933389849827,0.25410563005369413,0.4067565685626966,0.18136271429761885,113.41921157836914,98.81107963562012,1,0.011450871666581541,-0.007947075245154145,0.12867399386450293,0.06353795753046754,0.06083246756035938,,,,US,0,0,1,0,1,Watch,0.02,Consumer Discretionary,LONG_UPTREND,0.23467354171035598
2026-03-27,US,STOCK,GM,GM,Consumer Discretionary,72.9800033569336,642420585.7009888,617964501.2356186,0.9664631818500473,-0.09453145610406677,-0.11736478953892504,0.20975140342082077,0.4469565293682045,79.0390086364746,66.83203516006469,0,0.010873430362789538,-0.15312794205424685,-0.03564487837109966,0.0,0.02455024970434907,,,,US,0,0,1,0,1,Exit Watch,0.0,Consumer Discretionary,TREND_WEAKENING,0.219470521998001
2026-03-27,US,STOCK,RTX,RTX Corporation,Industrials,189.7100067138672,1136860674.7009277,1236031054.1186523,0.9642638627479753,-0.04007487716069014,0.02124753699720161,0.1905327783887616,0.43610849514554695,200.36836822509767,172.40299644470215,0,0.00953091595428135,-0.10581634879680957,2.4602965390678005e-05,0.0,0.03568520455319008,,,,US,0,1,1,0,1,Exit Watch,0.0,Industrials,TREND_WEAKENING,0.2139677155940129
2026-03-27,US,STOCK,NEE,NextEra Energy,Utilities,91.4000015258789,824762606.892395,874643196.8553925,0.9702445537216094,0.0003612328511468643,0.14385618401333367,0.24107648534455217,0.3497523797591804,89.89884811401367,79.82563510894775,1,0.006038814659122371,-0.03821882017682032,0.051415838167374196,0.0,0.046375630832357795,,,,US,0,0,1,0,1,Watch,0.02,Utilities,LONG_UPTREND,0.21003916156965394
2026-03-27,US,STOCK,C,Citigroup,Financials,107.37999725341795,1612520760.5422974,1747096989.920311,1.0575380572485447,-0.07582412430390562,-0.11204585245392695,0.06339521438150131,0.504251970691985,112.9002928161621,101.64006969451904,0,0.011308141754145518,-0.13242304140085492,-0.03307010106284103,0.05753805724854466,0.01777259446397205,,,,US,0,0,1,0,1,Exit Watch,0.0,Financials,TREND_WEAKENING,0.20234670820357573
2026-03-27,US,STOCK,BIIB,Biogen,Health Care,183.83999633789065,194011101.2550354,170407334.88685608,0.7061534325836225,-0.022231719176609377,0.042590565580731043,0.35505269270337014,0.29073935120092687,184.80419952392577,158.2006001663208,0,0.011337475897355787,-0.08619145525984528,0.03754339129406844,0.0,0.04324862597252346,,,,US,0,0,1,0,1,Exit Watch,0.0,Health Care,TREND_WEAKENING,0.1875817389481576
2026-03-27,US,STOCK,CSCO,Cisco,Information Technology,79.91999816894531,1617987172.857666,1920789183.346672,1.01496172120062,0.023303453654064832,0.029834128783607472,0.19134597078566284,0.32462505239877326,78.94399993896485,72.53802680969238,1,0.009932381792926215,-0.07905048060438735,0.0155004301269559,0.014961721200619893,0.03398493277033718,,,,US,0,0,1,0,1,Watch,0.02,Information Technology,LONG_UPTREND,0.185159180813689
2026-03-27,US,STOCK,KMI,Kinder Morgan,nan,34.029998779296875,436183623.74038696,489485763.3436012,1.001764249881938,0.02934051317945552,0.2637068461223051,0.24414407774066493,0.2464373198487384,31.80592498779297,28.01512023925781,1,0.006395042291630237,-0.0011740803018973622,0.08483854383717519,0.001764249881937907,0.05187771094113244,,,,US,0,0,1,0,1,Watch,0.02,nan,LONG_UPTREND,0.18469390821415813
2026-03-27,US,STOCK,WMT,Walmart,Consumer Staples,122.88999938964844,2652059265.285492,2576185138.770561,0.6675498486483207,-0.01027000515773746,0.10332588190206371,0.1974111288186653,0.45499896480817514,123.83461669921876,108.26873886108399,0,0.00905431150707614,-0.08027333302575734,0.023365057444869053,0.0,0.04479172378657656,,,,US,0,0,1,0,1,Exit Watch,0.0,Consumer Staples,TREND_WEAKENING,0.1819807686833726
2026-03-27,US,STOCK,AMGN,Amgen,Health Care,348.7699890136719,907050143.5089111,962966227.9841614,0.9530149529630081,-0.08056309450972399,0.05158302950267468,0.3042683608791219,0.17664376799624337,360.83590026855467,314.53665298461914,0,0.009226428073972115,-0.10147880842129797,0.025482295589866772,0.0,0.031492887952960714,,,,US,0,0,1,0,1,Exit Watch,0.0,Health Care,TREND_WEAKENING,0.1650938323893091
2026-03-27,US,STOCK,BMY,Bristol Myers Squibb,Health Care,58.540000915527344,699868654.649353,821987897.2801781,1.034169915263084,-0.04189848809371133,0.08265047032006323,0.38322746194029,0.03862965596764467,58.75,49.93376314163208,0,0.00878894916208961,-0.06140769732159557,0.06856706135722172,0.034169915263084105,0.034777403313223154,,,,US,0,0,1,0,1,Exit Watch,0.0,Health Care,TREND_WEAKENING,0.16306053776082297
2026-03-27,US,STOCK,GILD,Gilead,Health Care,134.25,991426704.9926758,899870467.2260284,0.872434847664721,-0.0609138486209273,0.07434084617421965,0.2244720215523135,0.2612758267465436,142.77736434936523,122.26780582427979,0,0.012662575349483118,-0.13342480190291395,0.005327210653450876,0.0,0.0324290639857708,,,,US,0,0,1,0,1,Exit Watch,0.0,Health Care,TREND_WEAKENING,0.15167605565232575
2026-03-27,US,STOCK,GS,Goldman Sachs,Financials,802.8900146484375,2055332212.6220703,2005128144.9884033,0.9792137782342377,-0.13119973433814247,-0.11381957234319173,0.02058066858660834,0.42794012671814596,883.3244934082031,797.3336157226563,0,0.010321432972872246,-0.17291881997539482,-0.07317942395122884,0.0,0.00784410183725642,,,,US,0,0,1,0,1,Exit Watch,0.0,Financials,TREND_WEAKENING,0.14288743149911534
2026-03-27,US,STOCK,VZ,Verizon,Communication Services,50.310001373291016,1260578591.669464,1369843116.5459633,0.8427408652478494,0.029044835372676214,0.26941643938355586,0.2009848493471902,0.2167097961612443,47.314400100708006,42.33859535217285,1,0.008091592733307618,-0.020825217449989997,0.07145847563846101,0.0,0.04756782823150198,,,,US,0,0,1,0,1,Watch,0.02,Communication Services,LONG_UPTREND,0.13332302706089863
2026-03-27,US,STOCK,BK,BNY Mellon,Financials,114.66000366210938,410235957.40852356,384059271.33995056,0.8862493087879227,-0.05714988005394839,-0.025817143803165354,0.06101858155464579,0.37587918913418505,118.61075775146485,108.34494407653808,0,0.00909022534723869,-0.10148105075074887,-0.027960110625002883,0.0,0.018576573285372867,,,,US,0,0,1,0,1,Exit Watch,0.0,Financials,TREND_WEAKENING,0.13165759946552877
2026-03-27,US,STOCK,GD,General Dynamics,Industrials,346.760009765625,475358858.795166,484028717.72491455,0.9708564760682655,-0.01129103399091902,0.008067730718405608,0.07791174137476675,0.3111182575120579,355.0138000488281,331.46990921020506,0,0.008795107089671128,-0.056127156739967154,-0.004379140231126992,0.0,0.02143982158304487,,,,US,0,1,1,0,1,Exit Watch,0.0,Industrials,TREND_WEAKENING,0.1311320999859594
2026-03-27,US,STOCK,DE,Deere & Company,Industrials,566.6400146484375,823697368.045044,790486920.2001953,0.8382438463061339,-0.08526782270147903,0.21641307230374296,0.2225965903890612,0.18769287649475785,578.1853991699219,506.0217880249023,0,0.010469616600464304,-0.1446813944343941,0.024941145637335998,0.0,0.038046977391624257,,,,US,0,1,1,0,1,Exit Watch,0.0,Industrials,TREND_WEAKENING,0.12307906220085715
2018-06-15,US,STOCK,TWX,Time Warner Inc.,nan,98.7699966430664,497043456.6613617,905448064.0066143,1.3860819689805837,0.04862505661903227,0.030203074284546494,0.10613834200162797,0.012760598876746299,94.94474899291993,94.79974426269531,1,0.004040080942655622,-0.03638209999340514,0.13929019237675525,0.38608196898058367,0.013294888996252013,,,,US,0,0,1,0,1,Watch,0.02,nan,LONG_UPTREND,0.12042045351103184
2026-03-27,US,STOCK,PFE,Pfizer,Health Care,27.040000915527344,1160500363.197136,1121342641.912117,0.9062581638835018,-0.0022140024021330973,0.09839984231479915,0.1854685414188011,0.15044607864737536,26.7642777633667,24.78740234375,1,0.008637322902036781,-0.02488274930037515,0.03901714752214166,0.0,0.028701732592282134,,,,US,0,0,1,0,1,Watch,0.02,Health Care,LONG_UPTREND,0.10936141373400826
2026-03-27,US,STOCK,EXC,Exelon,Utilities,48.31999969482422,382927123.35891724,454978500.6704521,1.0594420377187028,-0.0013576139674352783,0.11980118902204273,0.12287061615172346,0.13675067555943476,46.73712272644043,44.52127927780151,1,0.006987603343644899,-0.039172821333055,0.04720170632417697,0.05944203771870282,0.024970038467632436,,,,US,0,0,1,0,1,Watch,0.02,Utilities,LONG_UPTREND,0.10686401370533734
2026-03-27,US,STOCK,MS,Morgan Stanley,Financials,158.38999938964844,1238550288.3987427,1201932245.457306,0.9912941055519907,-0.10761172749105163,-0.1232416683756572,0.008070098633136125,0.33093706253537225,171.31336761474608,159.2602146911621,0,0.011956950499861674,-0.1671644171681681,-0.07491673401314287,0.0,0.002528399021526951,,,,US,0,0,1,0,1,Exit Watch,0.0,Financials,TREND_WEAKENING,0.10610911213980509
2026-03-27,US,STOCK,DUK,Duke Energy,Utilities,129.99000549316406,534564151.4431,638713219.9767303,1.080384124219143,0.005881063149049126,0.11591008822200255,0.08107128913914852,0.1492863086526881,125.7590234375,120.62248977661133,1,0.005193717105417717,-0.02600030755387761,0.05095816844861364,0.08038412421914298,0.02253197189217319,,,,US,0,0,1,0,1,Watch,0.02,Utilities,LONG_UPTREND,0.10032650312730629
2026-03-27,US,STOCK,HON,Honeywell,Industrials,223.1199951171875,942430427.8244019,976550299.337616,0.9561671302157833,-0.06913099067729955,0.13861640713002998,0.152289647370365,0.13459856329935094,232.19910247802736,208.84483169555665,0,0.007713937718327624,-0.10046766184273448,0.014995121802487668,0.0,0.025091332718632193,,,,US,0,1,1,0,1,Exit Watch,0.0,Industrials,TREND_WEAKENING,0.09608521153714122
2026-03-27,US,STOCK,MO,Altria,Consumer Staples,66.4800033569336,601233599.6143341,684096981.0428238,1.0061478261926269,-0.043040129713981745,0.1477900738972433,0.038451587345947,0.21184791408929948,65.49400039672851,61.32408411026001,1,0.008324000083096639,-0.04619790146762415,0.017690251782199296,0.006147826192626882,0.022408513812005162,,,,US,0,0,1,0,1,Watch,0.02,Consumer Staples,LONG_UPTREND,0.09118053719856017
2026-03-27,US,STOCK,KO,Coca-Cola,Consumer Staples,75.70999908447266,1329570680.7491302,1282423837.1621323,0.9104790728004508,-0.05303628383009795,0.0872996524593821,0.16347377926517082,0.11260701323574218,76.26455841064453,70.27977359771728,0,0.006792114246926606,-0.06534351527536186,0.020014400195638198,0.0,0.021786543849623682,,,,US,0,0,1,0,1,Exit Watch,0.0,Consumer Staples,TREND_WEAKENING,0.08620229832473289
2026-03-27,US,STOCK,USB,U.S. Bancorp,Financials,50.84999847412109,549621835.2787018,572642697.6601601,0.9746933472493902,-0.11194551231765526,-0.06549731339684173,0.058380253721831865,0.21301875462218067,55.119199981689455,49.45334243774414,0,0.009385873225598251,-0.16213544859527185,-0.05523132614425893,0.0,0.00451988263960053,,,,US,0,0,1,0,1,Exit Watch,0.0,Financials,TREND_WEAKENING,0.08290895608617407
2026-03-27,US,STOCK,LLY,Eli Lilly,Health Care,878.239990234375,2816179249.523926,2646546383.5931396,0.88304614822406,-0.14068220440810908,-0.18317346015557134,0.23287152686592938,0.07013218200901816,1006.5357470703125,893.4276599121093,0,0.011330710764253848,-0.2074293330624798,-0.060860099902433594,0.0,0.00019985388332230706,,,,US,0,0,1,0,1,Exit Watch,0.0,Health Care,TREND_WEAKENING,0.07937920535447558
2026-03-27,US,STOCK,SPG,Simon,Real Estate,180.19000244140625,302710803.9840698,348509035.5290985,1.088292259727238,-0.10034793247961504,-0.031974534938919885,0.010413332364754835,0.12295127253487292,190.4449951171875,176.20351524353026,0,0.008168786938099082,-0.1058646049063322,-0.009450982155392251,0.08829225972723798,-0.0004869231902994847,,,,US,0,0,1,0,1,Exit Watch,0.0,Real Estate,TREND_WEAKENING,0.05850380335064657
2026-03-27,US,STOCK,LIN,Linde,Industrials,491.1199951171875,1189478472.0062256,1405542481.0908508,1.0568534615386977,-0.011515070399289562,0.1597308343962205,0.043911631203143564,0.07869973843926603,475.66736572265626,454.7709051513672,1,0.007395421349167153,-0.03253301334962111,0.042047226996252886,0.05685346153869775,0.018632418321951127,,,,US,0,1,1,0,1,Watch,0.02,Industrials,LONG_UPTREND,0.05774908265508595
2026-03-27,US,STOCK,T,AT&T,Communication Services,29.100000381469727,1096187829.6721458,1255522210.567789,0.9757877759251706,0.05972328301803964,0.1938836315711594,0.05152418402495651,0.09853473077808417,27.107599830627443,26.493772172927855,1,0.008680513983645888,0.0,0.04090130259935265,0.0,0.026318486859514885,,,,US,0,0,1,0,1,Watch,0.02,Communication Services,LONG_UPTREND,0.05502398195974273
2026-03-27,US,STOCK,SO,Southern Company,Utilities,95.5500030517578,503115086.1541748,522821941.0680008,0.891395900054057,-0.008303014375014905,0.10474396859700952,0.03631945991930974,0.10808253579965332,92.99773635864258,90.99561500549316,1,0.00594759140025225,-0.03591966034376093,0.011537351304799567,0.0,0.015568733209955865,,,,US,0,0,1,0,1,Watch,0.02,Utilities,LONG_UPTREND,0.03598068620546556
2026-03-27,US,STOCK,PM,Philip Morris International,Consumer Staples,163.5399932861328,867870094.3496704,876247877.542038,0.9722218927097764,-0.12000048278731834,0.02376315326200329,0.02481342006293219,0.09722529203613206,174.9570178222656,163.53524353027345,0,0.00810001981200803,-0.13066439575506728,-0.03545870303086651,0.0,0.0025044834618108466,,,,US,0,0,1,0,1,Exit Watch,0.0,Consumer Staples,TREND_WEAKENING,0.033228027686508975
2026-03-27,US,STOCK,PEP,PepsiCo,Consumer Staples,153.0399932861328,1131788442.1859741,986031631.8198395,0.7886603233893699,-0.07860565371213013,0.0742121706421841,0.11433326685602507,0.07084436692606322,157.53635772705078,144.7048377227783,0,0.00869572871811608,-0.09433242426108612,-1.9901837327177912e-05,0.0,0.013752843473062342,,,,US,0,0,1,0,1,Exit Watch,0.0,Consumer Staples,TREND_WEAKENING,0.03310823505653729
2026-03-27,US,STOCK,F,Ford,Consumer Discretionary,11.369999885559082,810371666.1328316,746229240.4790115,0.9326136188510404,-0.21096460749782597,-0.13973496702005983,0.0005216474896596601,0.16059267932454135,13.05773790359497,12.195133047103882,0,0.010000849141605483,-0.21205823665292167,-0.09388829880604059,0.0,-0.012959595373444242,,,,US,0,0,1,0,1,Exit Watch,0.0,Consumer Discretionary,TREND_WEAKENING,0.03219881239172033
2026-03-27,US,STOCK,TXN,Texas Instruments,Information Technology,190.3300018310547,1405201620.3979492,1269813325.3529358,0.8389629107714778,-0.10487702835753632,0.08153523524266482,0.06175717340229747,0.06423224017490536,205.49062164306642,188.27566429138184,0,0.010646106132271571,-0.1599134715658227,-0.029422422414447185,0.0,0.008714691239240624,,,,US,0,0,1,0,1,Exit Watch,0.0,Information Technology,TREND_WEAKENING,0.015527368005575578
2026-03-27,US,STOCK,COST,Costco,Consumer Staples,983.8599853515624,2002899022.5708008,1712577460.38208,0.7773778353788113,-0.0029187069656805287,0.13000262319150835,0.045889384070554984,0.06399784290357835,985.2066381835938,946.324838256836,0,0.007772895303872263,-0.06517973625753681,0.007588755791164951,0.0,0.01624585734154964,,,,US,0,0,1,0,1,Exit Watch,0.0,Consumer Staples,TREND_WEAKENING,0.006205518116443105
2026-03-27,US,STOCK,UNP,Union Pacific,Industrials,238.7899932861328,819477435.9512329,709129601.4434052,0.8416414856391246,-0.09573224272701197,0.021220484914176385,0.04069840786388834,0.026853109924431795,247.01762603759767,229.8594334411621,0,0.00678326778836813,-0.10555496050387325,-0.02486517137161363,0.0,0.001199960318225845,,,,US,0,1,1,0,1,Exit Watch,0.0,Industrials,TREND_WEAKENING,-0.0038405216339613135
2026-04-10,KR,STOCK,003620,KG모빌리티,Consumer Discretionary,3810.0,3792013005.0,2667979906.75,0.2689314317116019,0.07475317348378008,0.06573426573426566,0.16335877862595427,0.0039525691699604515,3704.4,3540.7,1,0.016189290161892966,-0.11907514450867052,-0.007851891238479706,-0.13000000000000256,0.02111726545970352,D:\AI\모멘텀 투자\data\prices_operating_institutional_v1,D:\AI\모멘텀 투자\data\flows_operating_institutional_v1,D:\AI\모멘텀 투자\backtests\kis_operating_universe_candidates_institutional_v1.csv,Korea,1,0,1,1,1,Starter,0.04,Consumer Discretionary,LONG_UPTREND,-0.05227909720046153
